Person,FuD-ID,Feld,VIAF-Nummer
"Foy, Maximilien Sébastien",3429,viaf,http://viaf.org/viaf/22193082
"Foyatier, Denis",6441,viaf,http://viaf.org/viaf/2543628
"Français de Nantes, eigentl. Antoine Français",3261,viaf,http://viaf.org/viaf/32148433
"Français, Madame",5609,viaf,
"Franchet d'Espèrey, François",3816,viaf,http://viaf.org/viaf/166339867
"Franchet d'Esperey, Henriette Laure, geb. Sainte-Luce-Oudaille",5158,viaf,http://viaf.org/viaf/5565152637776520220009
"Francissimi, Jules",4831,viaf,
"François (de Nantes oder de Neufchâteau?), comte",2440,viaf,
"François de Méricourt, Madame",5294,viaf,
"François I., König von Frankreich",3013,viaf,http://viaf.org/viaf/88805531
"François, A.",6385,viaf,
"François, Madame",5497,viaf,
"Franconi, Henri",2669,viaf,http://viaf.org/viaf/37015103
"Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette",5115,viaf,
"Francq, Alexandre de",2227,viaf,
"Francq, Angélique, verh. Labouverie (uneheliche Tochter des Louis-Bernard de Francq und der Marie-Catherine Blondeau)",6577,viaf,
"Francq, Claude (Vater des Louis Bernard)",6576,viaf,
"Francq, Constant de",2187,viaf,
"Francq, drei Enkel der CdS",3578,viaf,
"Francq, Edgar Hubert de (erstes Kind von Félix , 03.1844 gestorben)",5810,viaf,
"Francq, Emmanuel de",2119,viaf,
"Francq, Félix, baron de",2083,viaf,
"Francq, Louis Bernard, baron de",2238,viaf,
"Francq, Madame de, geb. Bernarde Canot (Mutter des Louis Bernard de Francq)",5112,viaf,
"Francq, Ozélie (Azélie), baronne de",2084,viaf,
"Franshaw, Madame de",4832,viaf,
"Franz I., Kaiser von Österreich",2309,viaf,http://viaf.org/viaf/32787948
"Franz Xaver, Heiliger",4186,viaf,http://viaf.org/viaf/51717999
"Frautin, Madame",4763,viaf,
"Frayssinous, Denis-Antoine-Luc, comte de",2979,viaf,http://viaf.org/viaf/71485248
Frédéric,6073,viaf,
"Fréron, Louis-Marie-Stanislas",3887,viaf,http://viaf.org/viaf/76411845
"Freslon, Alexandre Pierre",6482,viaf,http://viaf.org/viaf/7540394
"Fréville, Madame de",3300,viaf,
"Fréville, Monsieur (de?)",3970,viaf,
"Freycinet, Louis de",2888,viaf,http://viaf.org/viaf/41937590
"Friand, Général",4818,viaf,
"Friedländer / Friedlender, Ehepaar",5841,viaf,
"Friedländer, Félicité",4967,viaf,
"Friedländer, Madame",4826,viaf,
"Friedrich II., König von Preußen, gen. Friedrich der Große",2394,viaf,http://viaf.org/viaf/12303200
"Friedrich Wilhelm III., König von Preußen",2412,viaf,http://viaf.org/viaf/774683
"Friedrich Wilhelm IV., König von Preußen",2274,viaf,http://viaf.org/viaf/172909814
"Frochot, Nicolas",2929,viaf,http://viaf.org/viaf/41977827
"Frustier (?), Monsieur",6127,viaf,
"Fualdès, Antoine-Bernardin",2708,viaf,http://viaf.org/viaf/20482612
"Fürstenberg, Graf von",4854,viaf,
"Fürstenberg, Leopold, Freiherr von",2839,viaf,http://viaf.org/viaf/190939789
"Fürstenberg, Prinz von",3721,viaf,
"Fulchiron, Jean-Claude",6397,viaf,http://viaf.org/viaf/24826198
Funcke (Siehe Funke),4134,viaf,
"Funke, Wilhelm (Gartendirektor Dyck)",4950,viaf,
"Furia, Francesco del",5221,viaf,http://viaf.org/viaf/13069904
"Fusil, Louise",2699,viaf,http://viaf.org/viaf/61546013
"Fuss, Prof.",5422,viaf,http://viaf.org/viaf/36994430
"Gado, général Jean-Albert-Paul-Dominique",5749,viaf,
"Gaète, Martin Michel comte Gaudin, duc de",4661,viaf,http://viaf.org/viaf/29665804
Gai (Siehe Gay),6631,viaf,
"Gaigneau, Madame",4491,viaf,
"Gail, Monsieur",4650,viaf,
"Gail, Sophie, geb. Edmée Sophie Garre",1952,viaf,http://viaf.org/viaf/71657669
"Gaillard de Murrey, Monsieur (Siehe Murrey)",6640,viaf,
"Gaillard, Monsieur de",4463,viaf,
"Galatin, Monsieur",5101,viaf,http://viaf.org/viaf/234423732
"Galiani, Ferdinando, gen. abbé Galiani",4460,viaf,http://viaf.org/viaf/27135717
"Galitzin, Alexander Nikolaiewitsch",4715,viaf,http://viaf.org/viaf/42632793
"Galitzin, Fürstin",5354,viaf,
"Galitzin, Marianne, verheiratete Fürstin Salm-Reifferscheidt-Krautheim",5163,viaf,
"Gall, Dr. Franz Joseph",4227,viaf,http://viaf.org/viaf/7522083
"Gall, Madame (Ehefrau von Dr. Gall, in 2. Ehe mit Dr. Imbert verheiratet)",5941,viaf,
"Gallatin, Albert",3201,viaf,http://viaf.org/viaf/15580820
"Galliera, Raffaele De Ferrari, Duca di",5901,viaf,http://viaf.org/viaf/72281405
"Galvani, Giovanni",3129,viaf,http://viaf.org/viaf/39370001
"Garan de Coulon, Madame",5293,viaf,
"Garat, Dominique Joseph",1954,viaf,http://viaf.org/viaf/2546944
"Gardier, Madame",5966,viaf,
"Garet, Monsieur (frz. Schriftsteller)",4552,viaf,
"Garnerin, Elise",2728,viaf,http://viaf.org/viaf/228717325
"Garnon, Achille",4407,viaf,
"Garot, Eugénie,  geb. Naigeon",5186,viaf,
"Garot, Madame",5184,viaf,
"Garot/Garrot, Monsieur (Notar in Coucy)",5217,viaf,
Garro (Mexikanischer Politiker?),4366,viaf,
"Gathy, August",5534,viaf,http://viaf.org/viaf/2745338
"Gaudin, comte (Siehe Gaète)",4918,viaf,
"Gauguier, Charles",5312,viaf,
"Gauja, Prosper",6338,viaf,
Gaul(l)ard de Saudray (Siehe Saudray),6610,viaf,http://viaf.org/viaf/41872593
"Gautherot, Monsieur",4817,viaf,
Gauthier (= Lacroix Gauthier?),3271,viaf,
"Gauthier, Madame (Ehefrau des Pierre Gauthier)",6434,viaf,http://viaf.org/viaf/656145857084322921562
"Gauthier, Monsieur",5984,viaf,
"Gauthier, Pierre (Architekt und Mitglied der Société philotechnique)",6368,viaf,
"Gauthier-Desiles, Antoine-Marie",2163,viaf,
"Gauttier d'Arc, Edouard",6324,viaf,http://viaf.org/viaf/74034073
"Gavaudan, Jean-Baptiste",3888,viaf,http://viaf.org/viaf/29799687
"Gaviniès, Pierre",1955,viaf,http://viaf.org/viaf/37180896
"Gay, Aglaé",5267,viaf,
"Gay, Delphine, verheiratete Girardin (Siehe Girardin)",4425,viaf,http://viaf.org/viaf/24601979
"Gay, Monsieur (Arzt?)",5568,viaf,
"Gay, Sigismond, baron de Lupigny",1957,viaf,
"Gay, Sophie, baronne de Lupigny, geb. Nichault de la Valette",6119,viaf,http://viaf.org/viaf/27059297
"Gay-Allart, Mary",2185,viaf,http://viaf.org/viaf/16152636156620052756
"Gayet, Monsieur",6015,viaf,
"Gaymard, Paul",6464,viaf,
"Geissel, Johannes von",3096,viaf,http://viaf.org/viaf/59878955
"Gelhay, Familie",3583,viaf,
"Gelhay, Madame",5910,viaf,
"Gelhay, Mademoiselle",5912,viaf,
"Gelhay, Monsieur",3591,viaf,
"Gelly Martinez, Juan Andrés",5503,viaf,http://viaf.org/viaf/43961720
"Gelon, Guillaume",6477,viaf,
"Gence, Jean-Baptiste-Modeste",4683,viaf,http://viaf.org/viaf/54148126
"Genlis, Stéphanie Félicité du Crest de Saint-Aubin, comtesse de",1958,viaf,http://viaf.org/viaf/71391471
"Genty, Madame",4285,viaf,
"Geoffrin, Marie-Thérèse",4750,viaf,http://viaf.org/viaf/39485386
"Géoffroi, Monsieur",4980,viaf,
"Geoffroy, Julien Louis",4577,viaf,http://viaf.org/viaf/2561290
"Georg III., König des Vereinigten Königreichs",2855,viaf,http://viaf.org/viaf/49264990
"Georg V., König von Hannover",5703,viaf,http://viaf.org/viaf/18016475
"George IV, König von Großbritannien und Irland",3026,viaf,http://viaf.org/viaf/265481029
"George, eigentl. Marguerite-Joséphine Weimer, gen. Mlle",5427,viaf,
"Georgel, abbé",4339,viaf,http://viaf.org/viaf/61770774
"Georgeon, General",4794,viaf,
"Georgeon, Mademoiselle",3982,viaf,
"Georges, Frédéric de",3757,viaf,http://viaf.org/viaf/15063961
"Gérando, Joseph Marie, baron de",3856,viaf,http://viaf.org/viaf/98817646
"Gérard, Henri",3228,viaf,http://viaf.org/viaf/74632767
"Gerdolle, Familie",5624,viaf,
Germain (Domestik in Dyck),4777,viaf,
Gerner (??),6062,viaf,
"Gervais, Monsieur (Weinspezialist)",6538,viaf,
Gesandte aus Großbritanien,5730,viaf,
"Gessner, Salomon",5651,viaf,http://viaf.org/viaf/19765806
"Gestas Wignancourt, George de",4213,viaf,http://viaf.org/viaf/69043030
"Gestas Wignancourt, Henri de",4214,viaf,
"Gévaudan, marquise de",4196,viaf,
"Ghene, Monsieur de",4095,viaf,
"Giaconville, Madame",2289,viaf,
"Gianni, Francesco",4940,viaf,http://viaf.org/viaf/5742823
"Gibbon, Edward",3413,viaf,http://viaf.org/viaf/24601933
"Giesen, Herr (Hausangestellte)",3701,viaf,
Gigoux. Monsieur,5441,viaf,
"Gillette, Monsieur",5908,viaf,
"Ginguené, Madame",2447,viaf,
"Ginguené, Pierre-Louis",3905,viaf,http://viaf.org/viaf/2470889
"Girard, Joseph-François-Henri, chevalier de",1962,viaf,
"Girard, Mademoiselle",5882,viaf,
"Girard, Monsieur (Rechtsvertreter aus Tours)",4167,viaf,
"Girard, Pater Grégoire, eigentl. Jean-Baptiste Girard",6379,viaf,http://viaf.org/viaf/59881156
"Girardin Duvivier, Monsieur",5438,viaf,
"Girardin, Delphine de, geb. Gay, Pseudonym: Charles de Launay",5617,viaf,http://viaf.org/viaf/24601979
"Girardin, Émile de",4662,viaf,http://viaf.org/viaf/54181636
"Girardin, Stanislas Xavier",2126,viaf,http://viaf.org/viaf/54194562
"Giraud, Pierre (Bischof von Rodez)",4796,viaf,http://viaf.org/viaf/4921820
"Girault-Duvivier, Charles-Pierre",3298,viaf,http://viaf.org/viaf/17331421
"Giraut, Monsieur",5976,viaf,
"Girodet, Monsieur",6018,viaf,
"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy",1964,viaf,http://viaf.org/viaf/27073449
"Giron, Monsieur (Leiter eines Pensionats in Brüssel, ab 1828)",5969,viaf,
"Giroust, Madame",5916,viaf,
"Giustiniani, Prinz",2294,viaf,
"Gluck, Christoph Willibald",6056,viaf,http://viaf.org/viaf/37101876
"Gneisenau, August Neidhardt, Graf von",2994,viaf,http://viaf.org/viaf/32788106
"Gobert, Madame",4385,viaf,
"Godding / Gudding, Herr (Dienstbote auf Dyck)",4021,viaf,
"Godemère, Madame de",4414,viaf,
"Godoy, Manuel, prince de la Paix et de Bassano",6522,viaf,http://viaf.org/viaf/88905521
"Görissen, Familie (Gastfamilie der Gräfin Hatzfeldt in Aachen)",6655,viaf,
"Görres, Joseph",2868,viaf,http://viaf.org/viaf/36940071
"Goethe, Johann Wolfgang von",2383,viaf,http://viaf.org/viaf/24602065
"Goetz, Herr von",4705,viaf,
"Goffin, Hubert",4107,viaf,http://viaf.org/viaf/232077098
"Gohier, Louis",1965,viaf,http://viaf.org/viaf/12348669
"Golbéry, Philippe de",4349,viaf,http://viaf.org/viaf/19823909
"Goldoni, Carlo",3415,viaf,http://viaf.org/viaf/44299511
"Goldstein, Frau (von?)",4721,viaf,
"Goldstein, Graf von",4660,viaf,http://viaf.org/viaf/80458520
Golizyn (Siehe Galitzin),6612,viaf,
"Goll, Joseph Jacques Samuel de",6454,viaf,
"Gondrecourt, Hyacinthe, comtesse de",4610,viaf,
"Gondrecourt, Monsieur de",4693,viaf,
"Gondremont, comte (?) de",5546,viaf,
"Gondret, Dr. Louis-François",6431,viaf,http://viaf.org/viaf/41457986
"Gosse, Étienne (Redakteur der ""Pandore"")",5996,viaf,http://viaf.org/viaf/59173438
"Gosselin, Charles (Buchhändler und Verleger)",6153,viaf,http://viaf.org/viaf/76618526
"Gosselin, Pascal François Joseph",3875,viaf,http://viaf.org/viaf/39678968
"Gothland, Herzogin von (Schweden)",4815,viaf,
"Gothland, Prinzessin von",5050,viaf,
"Gottis, Madame",4429,viaf,http://viaf.org/viaf/283483569
"Goucert ?, Père (Priester)",5325,viaf,
"Gouffé, Armand",2890,viaf,http://viaf.org/viaf/46761920
"Gourgaud, Gaspard, baron",5372,viaf,http://viaf.org/viaf/44432674
"Gouvion Saint-Cyr, Anne de",2181,viaf,
"Gouvion-Saint-Cyr, Laurent Gouvion, marquis de Saint-Cyr, gen.",3920,viaf,http://viaf.org/viaf/107025546
"Gozlan, Léon",6512,viaf,http://viaf.org/viaf/89645970
"Graffigny, Françoise de",2797,viaf,http://viaf.org/viaf/4684014
"Grammont, Mademoiselle",4127,viaf,
"Grammont, Monsieur",6041,viaf,http://viaf.org/viaf/313437909
"Grandgagnage, Charles Marie Joseph",2640,viaf,http://viaf.org/viaf/51730745
"Grandmaison, Monsieur de (Directeur de l'Athénée des étrangers)",1966,viaf,
"Grandperret, Claude-Louis",4116,viaf,
"Granger, Monsieur (Schwiegersohn des Ménard)",6008,viaf,
"Gratiot, [Jean] (Buchhändler und Drucker, rue du Foin Saint Jacques)",5880,viaf,http://viaf.org/viaf/46876799
"Grave, Monsieur de",5030,viaf,
"Green, Mr. (Engländer und Entwickler von Luftfahrtschiffen)",6274,viaf,
"Grégoire, Henri, gen. abbé Grégoire",5003,viaf,http://viaf.org/viaf/88739207
"Gregor XVI., Papst",2869,viaf,http://viaf.org/viaf/79049872
"Gresset, Jean-Baptiste-Louis",2727,viaf,http://viaf.org/viaf/41861940
"Grétry, André-Ernest-Modeste",4098,viaf,http://viaf.org/viaf/51884495
"Greverath, Herr (Hausangestellter)",5542,viaf,
"Grignon, Monsieur (Restaurantbesitzer)",4495,viaf,
"Grille, François",6438,viaf,http://viaf.org/viaf/34531288
"Grimbert , Monsieur (Verleger)",5536,viaf,
"Grimm, Friedrich Melchior",3448,viaf,http://viaf.org/viaf/46761996
"Grimm, Jacob und Wilhelm",2748,viaf,http://viaf.org/viaf/31997136
"Groeben, Herr von",4611,viaf,
"Groote, Everhard von",2314,viaf,http://viaf.org/viaf/152053759
"Gros, Antoine-Jean",2985,viaf,http://viaf.org/viaf/14987055
"Grouchy, Emmanuel de",4544,viaf,http://viaf.org/viaf/27055645
"Grudzinska, Joanna",6224,viaf,
"Grün, Monsieur (Chefredakteur des ""Moniteur"")",6383,viaf,
"Guaita, Madame de",4256,viaf,
"Gudenau / Gudenow, Frau von",4862,viaf,
"Gudenau / Gudenow, Herr von",4837,viaf,
Gudin [de La Brenellerie] Madame,2401,viaf,
"Gudin de La Brenellerie, Paul-Philippe",1967,viaf,http://viaf.org/viaf/74615637
"Gudin, Jean Antoine Théodore",2410,viaf,http://viaf.org/viaf/64277068
"Gudmann, Frau von",4921,viaf,
"Gudmann, Herr von",4877,viaf,
"Guérin, Paulin",2897,viaf,http://viaf.org/viaf/76585590
"Guérin, Pierre-Narcisse",1968,viaf,http://viaf.org/viaf/69046062
"Guerney, Mademoiselle",4233,viaf,
"Guérouet (? oder Guéroux), Madame de",4241,viaf,
"Guéroux, Madame de",5793,viaf,
"Guerrier de Dumast, Madame",3763,viaf,
"Guerrier de Dumast, Prosper",2199,viaf,http://viaf.org/viaf/79109557
"Guibert, Monsieur (Notar oder Rechtsvertreter)",3717,viaf,
"Guiccioli, Teresa Gräfin",6221,viaf,http://viaf.org/viaf/44293835
"Guidal, général Maximin-Joseph Emmanuel",5120,viaf,
"Guignes, Chrétien-Louis-Joseph de",1969,viaf,http://viaf.org/viaf/73950657
"Guilbert de Pixerécourt, René",3187,viaf,http://viaf.org/viaf/44299763
"Guillard, Nicolas François",5649,viaf,http://viaf.org/viaf/44299771
"Guillaume, Monsieur",6618,viaf,
"Guilleau, Monsieur",5360,viaf,
"Guillemot, Alexandre-Charles",5171,viaf,http://viaf.org/viaf/90152636111120051821
"Guillois, M.F.",6299,viaf,
"Guillon Lethière, Guillaume",2267,viaf,http://viaf.org/viaf/14830985
"Guimard, Marie-Madeleine, verh. Despréaux (1789)",1970,viaf,
"Guinault, Mademoiselle de",4401,viaf,
"Guiraud, Alexandre",3352,viaf,http://viaf.org/viaf/74112780
"Guiton, Monsieur",5515,viaf,
"Guizot, François",3984,viaf,http://viaf.org/viaf/29600143
"Gumppenberg, Baron von",4979,viaf,
"Gumppenberg, Fanny Baronin von",2638,viaf,
"Gumppenberg, Herr von",4857,viaf,
"Gumppenberg, Herr von (ältester Sohn)",5906,viaf,
"Gunther, Paul",5168,viaf,
"Gutenberg, Johannes Gensfleich, gen.",6446,viaf,http://viaf.org/viaf/9815820
"Guthrie, William",3881,viaf,http://viaf.org/viaf/70019313
"Guyet, Emma, eigentlich Guyet-Desfontaines, geb. Duval, in 1. Ehe verh. Chassériau",3130,viaf,
"Guyet, Isidore",1971,viaf,
"Guyet, Jacques",6090,viaf,
"Guyet-Desfontaines, Monsieur (Vater)",5379,viaf,
"Guyon, Madame",4592,viaf,
"Gymnich, Georg Anton Dominicus Graf Beissel von",2434,viaf,
"Habsburg-Lothringen, Maria Karolina von",6421,viaf,
"Habsburg-Toskana, Ferdinand III. Joseph Johann Baptist von,  Großherzog von Würzburg (1806-1814)",2697,viaf,http://viaf.org/viaf/102619573
"Händel, Georg Friedrich",2779,viaf,http://viaf.org/viaf/5126950
"Hahnemann, Christian Friedrich Samuel",6053,viaf,http://viaf.org/viaf/56620092
"Hahnemann, Marie Mélanie (Siehe Hervilly Gohier)",3479,viaf,http://viaf.org/viaf/47564491
"Haid, E.",6198,viaf,
"Halévy, Léon",3088,viaf,http://viaf.org/viaf/27186619
"Halfas, Monsieur (Angestellter)",3626,viaf,
"Halgan, Admiral Emmanuel",6491,viaf,
"Halgan, Monsieur (Sohn des Emmanuel)",6492,viaf,
"Hallberg, Familie von",4607,viaf,
"Hallberg, Frau von",4713,viaf,
"Hallberg, Freiherr von",5400,viaf,
"Hallberg, Graf von",4711,viaf,
"Halle, Monsieur (juge d'instruction)",5261,viaf,
"Haller, Monsieur",5002,viaf,
"Hallin, General",5121,viaf,
"Halz (?), Monsieur",5711,viaf,
"Ham, Madame de",4719,viaf,
"Hamel, Dr.",6323,viaf,
"Hanelin, Monsieur (notaire?)",5837,viaf,
"Hanguet, Madame",4151,viaf,
Hannen (Hausangestellter),4024,viaf,
"Hannet, Mademoiselle",3668,viaf,
Hannibal,6562,viaf,http://viaf.org/viaf/41819384
"Hannonet, Mademoiselle",5322,viaf,
Hans Wilhelm (Hausangestellter auf Dyck - Stall),3713,viaf,http://viaf.org/viaf/62518182
"Hanselm, Kolonnel",5852,viaf,
"Hansemann, David",3107,viaf,http://viaf.org/viaf/69721453
"Hansen, Monsieur",4322,viaf,
"Hapdé, Jean-Baptiste-Augustin",2694,viaf,http://viaf.org/viaf/102440505
"Hardenberg, Karl August von",4215,viaf,http://viaf.org/viaf/4975077
"Harding, Karl Ludwig",1972,viaf,http://viaf.org/viaf/89998405
"Hardouin, Jean",5477,viaf,http://viaf.org/viaf/32005691
"Harel, François-Antoine",3369,viaf,http://viaf.org/viaf/74004122
"Harff, Baronin von",4728,viaf,
"Harff, Louise von",3973,viaf,
"Harrach, Augusta von, 2. Ehefrau  Friedrich Wilhelm III.",2266,viaf,http://viaf.org/viaf/74650176
"Hartoch, Madame (Cousine von Michel Berr)",4900,viaf,
"Harvelay, Monsieur d'",5948,viaf,
"Harville, Madame",4332,viaf,
"Has(s)lacher, Herr (Landrat)",6565,viaf,
"Hasenklever, Herr",4860,viaf,
"Hatzfeldt, Friederike Karoline Sophie Gräfin von, geb. Gräfin von der Schulenburg-Kehnert",2768,viaf,http://viaf.org/viaf/317069782
"Hatzfeldt, Fürst von",3807,viaf,
"Hatzfeldt, Fürstin von",3276,viaf,
"Hatzfeldt, Graf von",4952,viaf,
"Hatzfeldt-Schönstein, Maria Theresia Gräfin von, 1. Ehefrau des SRD",1973,viaf,
"Hatzfeldt-Wildenburg-Schönstein, Sophie Gräfin von, geb. Hatzfeldt-Trachenberg",3104,viaf,http://viaf.org/viaf/221166079
"Hauer, Herr (Waggenbauer?)",5715,viaf,
"Haumer (?), Madame, d'",4769,viaf,
"Haumont, Monsieur",6669,viaf,
"Hausemann, Herr von",5673,viaf,
"Hauterive, Alexandre de Lanautte, comte d'",2960,viaf,http://viaf.org/viaf/19710690
Hautpoul (Siehe Beaufort d'Hautpoul),6619,viaf,http://viaf.org/viaf/5267001
"Haydn, Franz Joseph",6410,viaf,http://viaf.org/viaf/95146280
"Haye, J.",3535,viaf,
"Hebers-Bischmann (?), Monsieur",5134,viaf,
"Hébert [de Bichecourt], Monsieur",3976,viaf,
"Hébert, Madame",5831,viaf,
"Hébert, Monsieur (Académie des sciences de Caen)",2615,viaf,
Heddien / Neddien (?) Effendi (Sekretär der ottomanischen Botschaft),6451,viaf,
"Hédouville, Gabriel, comte de",5048,viaf,http://viaf.org/viaf/15041246
"Hédouville, Mademoiselle de",5615,viaf,
"Hédouville, Monsieur de",4829,viaf,
"Heeren, Adolf Hermann Ludwig",3292,viaf,http://viaf.org/viaf/71547594
"Heffens (?), Frau",6524,viaf,
"Heinsberg, Herr von",5206,viaf,
"Helena Pawlowna Romanowa, Großfürstin von Russland, Erbprinzessin von Mecklenburg",6212,viaf,http://viaf.org/viaf/101339105
"Helldorf, Major von",5584,viaf,
"Heller, Herr (Hausangestellter auf Schloss Dyck)",5539,viaf,
"Helvétius, Claude Adrien",5647,viaf,http://viaf.org/viaf/100185545
"Hémery, Marguerite, verh. Ponce",1974,viaf,http://viaf.org/viaf/309576747
"Hendsch, Victorine, geb. Chomereau",2094,viaf,
"Hennequin, Victor",6526,viaf,http://viaf.org/viaf/6063155566488913380004
"Hennet  fils, Monsieur (Herausgeber)",4895,viaf,
"Henri III, König von Frankreich",3240,viaf,http://viaf.org/viaf/5774506
"Henri IV, König von Frankreich",2561,viaf,http://viaf.org/viaf/59094245
"Henri, Mademoiselle (Schauspielerin)",4444,viaf,
"Henrichs, Madame",5902,viaf,
"Henrichs, Mademoiselle",2247,viaf,
"Henrion de Pansey, Pierre Paul Nicolas",2844,viaf,http://viaf.org/viaf/14879951
"Henriville, Madame de",4173,viaf,
"Hepp, Prof.",6436,viaf,http://viaf.org/viaf/69284224
"Herbertz, Frau",5824,viaf,
"Herbst, Herr (Kaufmann aus Uerdingen)",5556,viaf,
"Héreau, Edme",4678,viaf,http://viaf.org/viaf/100152636161020052408
Hermann (Stallknecht?),4903,viaf,
Hermann (Vertrauensmann des SRD),5389,viaf,
"Hermens, Herr (Notar)",5058,viaf,
"Hermes, Georg",2867,viaf,http://viaf.org/viaf/10637368
"Hérold, Ferdinand",2691,viaf,http://viaf.org/viaf/95194516
"Herstatt, Herr (Vertrauensmann oder Angestellte)",4087,viaf,
"Hertzberg, Baron von",5125,viaf,
"Hervé, Monsieur (Wissenschaftler aus Le Mans)",5498,viaf,
"Hervieux, Madame d', dann Ehefrau von François-Joseph Bélanger",2388,viaf,
"Hervilly de Devise, Monsieur d'",4076,viaf,
"Hervilly Gohier, Marie Mélanie d', verh. Hahnemann",2445,viaf,http://viaf.org/viaf/47564491
"Hessen, Prinz Georg von",3915,viaf,
"Hessen-Darmstadt, Luise Großherzogin von",3220,viaf,http://viaf.org/viaf/8261402
"Heupen, Herr",5107,viaf,
"Heuser, Frau (Schwester des Handelsgerichtspräsidenten Wagner)",5144,viaf,
"Hilgers, Herr (Pferdehändler)",4891,viaf,
"Himbert de Flégny, Louis Alexandre",4576,viaf,http://viaf.org/viaf/34503671
"Hittorff, Jacques Ignace",4714,viaf,http://viaf.org/viaf/71399796
"Hix (?), Monsieur",5970,viaf,
"Hobbes, Thomas",2965,viaf,http://viaf.org/viaf/59083895
"Hobe, General",5240,viaf,
"Hoecker, Dr. (A.?)",6394,viaf,
"Hoffman(n), François-Benoît",4058,viaf,http://viaf.org/viaf/56611294
"Hohenlohe-Waldenburg-Bartenstein, Karl August, Fürst von",3009,viaf,http://viaf.org/viaf/62695115
"Hohenlohe-Waldenburg-Bartenstein, Ludwig Aloysius, Fürst von",6156,viaf,http://viaf.org/viaf/64934312
"Holbach, Paul Henri Dietrich, baron d'",3293,viaf,http://viaf.org/viaf/95147318
"Holling, Adrien de",4656,viaf,
"Holz, Herr (Kommissar)",5066,viaf,
"Holz, Theodor (Bürgermeister von Hemmerden 1828-1843)",3625,viaf,
"Holzapfel, Herr (Hausangestellter auf Dyck - Stall oder Jagd?, auch Wirth)",4842,viaf,
"Holzer, Herr",3645,viaf,
