Person,FuD-ID,Feld,VIAF-Nummer
"Pircin, Henri",4783,viaf,
"Pissot, Mademoiselle",5596,viaf,
"Pissot, Monsieur",5052,viaf,
"Pitt, William, der Jüngere",5314,viaf,http://viaf.org/viaf/72190413
"Pius VII., Papst",2790,viaf,http://viaf.org/viaf/98122431
"Pius VIII., Papst",3607,viaf,http://viaf.org/viaf/68923521
"Pixérécourt, René Charles Guilbert de",4738,viaf,http://viaf.org/viaf/44299763
"Plancy, Amélie de, geb. de Ladoucette",4456,viaf,
"Plancy, Monsieur de (Ehemann von Amélie de Ladoucette)",5471,viaf,http://viaf.org/viaf/76747832
"Plantade, Charles-Henri",3141,viaf,http://viaf.org/viaf/42031093
"Plasman, Monsieur (Anwalt von CdS in Orléans)",5258,viaf,
"Plater, Gräfin (vermutlich nicht Emilia)",5316,viaf,
Plato,2942,viaf,http://viaf.org/viaf/108159964
"Plihon, Guillaume François (Société académique de Nantes)",2586,viaf,
"Plovits, Monsieur",5132,viaf,
Plutarch,5457,viaf,
"Pochard, Monsieur",4518,viaf,
"Pohlen, Familie",6553,viaf,
"Pohlen, Mademoiselle",5318,viaf,
"Pohlen, Monsieur",4883,viaf,
"Poilly, Charles François Ferdinand, comte de",5455,viaf,
"Poilly, Marie Julie, comtesse de, geb. Pipelet de Montizeaux",3914,viaf,
"Poirson, Jean-Baptiste",4181,viaf,http://viaf.org/viaf/27055621
"Poirson, Monsieur (eventuell Delestre-Poirson)",2390,viaf,http://viaf.org/viaf/14768556
Poisson de La Chabeaussière (Siehe La Chabeaussière),3466,viaf,http://viaf.org/viaf/49265915
"Poisson, Madame (Siehe Poisson de La Chabeaussière)",5875,viaf,
"Poitevin de la Croix, Monsieur (Zolldirektor)",3801,viaf,
"Poitier, Madame",4262,viaf,
"Polignac, Monsieur de",5040,viaf,
"Polignac, prince de",5088,viaf,http://viaf.org/viaf/693145857116922922394
Polyklet,2977,viaf,http://viaf.org/viaf/29921037
"Pomereul, François René Jean de",4177,viaf,http://viaf.org/viaf/49230229
"Ponce, Madame",4015,viaf,
"Ponce, Nicolas",2033,viaf,http://viaf.org/viaf/9904272
"Pongard [= Lamothe-Pongard, chevalier de La Motte?]",4123,viaf,
"Pongerville, Madame de",5799,viaf,
"Pongerville, Monsieur de (der Jüngere)",4840,viaf,
"Pons [oder Ponce?], Monsieur",3912,viaf,
"Pons, André, gen. Pons de l'Hérault",6351,viaf,http://viaf.org/viaf/54297948
Pont de Nemours (Siehe Dupont de Nemours),3472,viaf,
"Porchat, Jean-Jacques",6401,viaf,http://viaf.org/viaf/12996485
"Porro, Pierre-Jean",3609,viaf,http://viaf.org/viaf/39579212
"Portal, Monsieur",6294,viaf,
"Portalis, Jean Étienne Marie",2889,viaf,http://viaf.org/viaf/36948523
"Postel, Monsieur de",3724,viaf,
"Potel, Madame (Tante von Marie-Catherine Blondeau)",6579,viaf,
"Potier, [Charles-Gabriel?]",2667,viaf,http://viaf.org/viaf/294105687
"Potier, Monsieur",5335,viaf,
"Potier/Pottier, Madame",6643,viaf,
"Pougens, Charles de",2035,viaf,http://viaf.org/viaf/100206876
"Pougens, Françoise Julie de",4017,viaf,
"Pougens, Madame de",4968,viaf,
"Pougens, Mademoiselle de",3819,viaf,
"Poussin, Nicolas",3263,viaf,http://viaf.org/viaf/24606800
"Poyet, Bernard (Architekt)",5180,viaf,http://viaf.org/viaf/39486356
"Poyféré de Cère, Monsieur",3709,viaf,
"Prackien (?), Monsieur (Rechtsanwalt)",5404,viaf,
"Pradel, Monsieur de",3918,viaf,
"Pradt, Dominique Dufour, baron de",4335,viaf,http://viaf.org/viaf/54152922
"Pradt, van (siehe Van Praet, Joseph)",4540,viaf,http://viaf.org/viaf/7504469
"Predl, Katharina von, verh. Grassis",3329,viaf,http://viaf.org/viaf/65164118
"Preußen, Albrecht Prinz von (Sohn Friedrich Wilhelms III.)",2861,viaf,
"Preußen, August Ferdinand Prinz von",2832,viaf,http://viaf.org/viaf/69709522
"Preußen, August Prinz von",2726,viaf,http://viaf.org/viaf/5728012
"Preußen, Augusta Prinzessin von, später Königin und Kaiserin",5724,viaf,http://viaf.org/viaf/5242043
"Preußen, Marie Anne Amalie, Prinzessin von, geb. Hessen-Homburg",3254,viaf,http://viaf.org/viaf/1642145857068522921416
"Preußen, Prinz Friedrich von (Neffe Friedrich Wilhelms III.)",5716,viaf,
"Preußen, Prinz Friedrich Wilhelm Karl von",2474,viaf,http://viaf.org/viaf/53390328
"Preußen, Prinz von",5721,viaf,
"Preußen, Wilhelmine Luise Prinzessin von, auch gen. Prinzessin Friedrich von Preußen, geb. Prinzessin von Anhalt-Bernburg",2527,viaf,http://viaf.org/viaf/252837112
"Prévost de Longpérier, Monsieur",5646,viaf,http://viaf.org/viaf/18065724
"Prévost, Antoine François",2587,viaf,http://viaf.org/viaf/17228264
"Prévost, Monsieur de",2453,viaf,
"Pritchard, George",2740,viaf,http://viaf.org/viaf/57045095
"Pritzlewitz, Oberstleutnant [Karl?] von",5692,viaf,http://viaf.org/viaf/759917
"Probencourt, Monsieur de",2392,viaf,http://viaf.org/viaf/1342145857018122921126
"Pröpper, Familie von",3884,viaf,http://viaf.org/viaf/229146462572727771602
"Pröpper, Ferdinand (II.) von",4836,viaf,
"Pröpper, Ferdinand von",2628,viaf,
"Pröpper, Fräulein von",3786,viaf,
"Pröpper, Herr von",6596,viaf,
"Pröpper, Lovica von",2108,viaf,http://viaf.org/viaf/190955921
"Pröpper, Paul Joseph von",3227,viaf,http://viaf.org/viaf/306291608
"Prondzinski, Frau von",6654,viaf,
"Prondzinski, Major Peter Georg von bzw. Kommandeur",3990,viaf,http://viaf.org/viaf/60185417
"Prony, Gaspard Riche, baron de",2270,viaf,http://viaf.org/viaf/49335766
Propper (Landrat),5621,viaf,
"Prous, Henry",2036,viaf,
"Prous, Madame",4435,viaf,
"Proyart, abbé",4462,viaf,http://viaf.org/viaf/19789770
"Pruczinski, Frau von",5333,viaf,
"Pückler-Muskau, Hermann Ludwig Heinrich, Fürst von",6536,viaf,http://viaf.org/viaf/68973825
"Pugnet, Monsieur",3698,viaf,
"Pullen, Herr",4053,viaf,
"Puttkammer, Herr von",4927,viaf,
"Puvis, Marc-Antoine",6484,viaf,http://viaf.org/viaf/9960746
"Pyat, Félix",6532,viaf,http://viaf.org/viaf/7430736
"Quatremère de Quincy, Antoine Chrysostome, eigentl. Antoine Chrysostome Quatremère",2403,viaf,http://viaf.org/viaf/29539526
"Quelen de la Vauguyon, Paul François de",6084,viaf,http://viaf.org/viaf/24870687
"Quelen, Hyacinthe-Louis de",4640,viaf,http://viaf.org/viaf/56600848
"Quelleter, Monsieur",5847,viaf,
"Quentin, Madame de",5537,viaf,
"Quérard, Joseph-Marie",3566,viaf,http://viaf.org/viaf/9937773
"Quérard, Monsieur",3070,viaf,http://viaf.org/viaf/9937773
"Quesné, Monsieur",4709,viaf,
"Quetelet, Adolphe",3311,viaf,http://viaf.org/viaf/24606918
"Quichard, Monsieur",4632,viaf,
"Quillau de Chomereau, Madame (Schwester der Mutter der CdS)",3166,viaf,
"Quilleau (oder Quillau), Monsieur",5964,viaf,
"Quinault, Philippe",5410,viaf,http://viaf.org/viaf/61556388
"Quincy, Mademoiselle de",3358,viaf,
"Quinet, Edgar",4273,viaf,http://viaf.org/viaf/41845467
"Quirard, J.M.",4690,viaf,
"Quiroga, Juan Facundo",2481,viaf,http://viaf.org/viaf/42888866
"Rabbe, [Alphonse?]",5274,viaf,http://viaf.org/viaf/49230414
"Raboteau, [Théodore?] (jüngster Sohn des Pierre)",5079,viaf,
"Raboteau, Emélie, verh. Ranson",4481,viaf,
"Raboteau, Madame (1836)",3634,viaf,
"Raboteau, Madame (Ehefrau des Paul Etienne)",4786,viaf,
"Raboteau, Madame, geb. de La Pommeray (Mutter des Pierre Paul R.)",4744,viaf,
"Raboteau, Marie Émilie, geb. Seignette (Ehefrau des Pierre Raboteau)",3987,viaf,
"Raboteau, Monsieur (Sohn des Pierre, Militär)",4740,viaf,
"Raboteau, Monsieur (unklar welcher)",5972,viaf,
"Raboteau, Monsieur (zweiter Sohn des Pierre Paul)",4737,viaf,
"Raboteau, Paul Elie (= fils aîné)",3899,viaf,
"Raboteau, Paul Étienne",2162,viaf,
"Raboteau, Pierre Paul",2038,viaf,http://viaf.org/viaf/314871000
"Raboteau, Théodore",5091,viaf,
"Raboteau, Victor",2702,viaf,
"Rachel, Elisa Rachel Félix, gen. Mademoiselle",4754,viaf,http://viaf.org/viaf/17231701
"Racine, Jean",2429,viaf,http://viaf.org/viaf/88809641
"Radcliffe, Ann",2520,viaf,http://viaf.org/viaf/64010774
"Radu, Madame",5104,viaf,
"Radziwill, Ferdinand von",3108,viaf,http://viaf.org/viaf/317090345
"Raffael, eigtl.: Raffaello Sanzio bzw. Santi",2777,viaf,http://viaf.org/viaf/64055977
"Raitz von Frentz von und zu Schlenderhan, Frau",3720,viaf,
"Raitz von Frentz, Freiherr",2531,viaf,
"Rambuteau, Claude-Philibert Barthelot de",6262,viaf,http://viaf.org/viaf/14761432
"Ramey, Etienne-Jules",2109,viaf,http://viaf.org/viaf/25386238
"Ramey, Madame",5187,viaf,
"Ramey, Mademoiselle",4849,viaf,
"Ramey, Monsieur",5341,viaf,
"Ranson, Charles (Ehemann der Emélie Raboteau)",3898,viaf,
"Ranson, Emélie (Siehe Raboteau)",5636,viaf,
"Raoul, Fanny",5241,viaf,http://viaf.org/viaf/41950283
"Raoul, Monsieur (Journalist)",4734,viaf,
"Raoul-Rochette, Desiré",3854,viaf,http://viaf.org/viaf/56687461
"Rapp, Monsieur",4572,viaf,
"Raspail, François-Vincent",5480,viaf,http://viaf.org/viaf/19688787
"Raucourt, Françoise, eigentl. Saucerotte, gen. Mademoiselle",2040,viaf,http://viaf.org/viaf/45428461
"Rauquil-Lieutaud, Joseph-Dominique",3595,viaf,
"Ravelli, Monsieur (CdS' Sekretär ab 1819)",3991,viaf,
"Raynaud, baron",6031,viaf,
"Rayneval, Joseph Mathias Gérard de (eventuell gleich Renneval)",2353,viaf,
"Raynouard, François-Just-Marie (Siehe auch Renouard?)",2645,viaf,http://viaf.org/viaf/59088344
"Real de Azúa, don Gabriel Alejandro",6322,viaf,http://viaf.org/viaf/3327155466470202160001
"Reboud, Monsieur",2121,viaf,
"Récamier, Juliette Récamier, geb. Jeanne Françoise Julie Adélaïde Bernard, gen. Madame",2725,viaf,http://viaf.org/viaf/36967757
"Reggio, duc de (Siehe Oudinot)",3497,viaf,
"Regnaud de Saint-Jean d'Angély, Madame",3936,viaf,
"Regnaud de Saint-Jean d'Angély, Michel",4294,viaf,http://viaf.org/viaf/100331232
"Regnault, Winfried",2717,viaf,
"Régnier, Claude Ambroise, duc de Massa di Carrara",6104,viaf,http://viaf.org/viaf/64756829
"Regnier, Monsieur",4189,viaf,
"Reicha, Anton",3094,viaf,http://viaf.org/viaf/39563060
"Reichard, Wilhelmine",2729,viaf,http://viaf.org/viaf/40183190
"Reichardt, Johann Friedrich",2476,viaf,http://viaf.org/viaf/66652878
"Reiffenberg, Frédéric, baron de (Löwen/Louvain)",2120,viaf,http://viaf.org/viaf/89372286
"Reiman[n], Albertine von",2535,viaf,
"Reiman[n], August von",2849,viaf,http://viaf.org/viaf/77066625
"Reiman[n], Frau von",4341,viaf,
"Reiman[n], Herr von",5858,viaf,
"Reinhard, Charles-Frédéric / Karl Friedrich",5135,viaf,http://viaf.org/viaf/22936895
"Reinhard, Frau",3633,viaf,
"Reinwardt, Kaspar Georg Karl",2169,viaf,http://viaf.org/viaf/20431679
"Rémusat, comtesse de, geb. Claire Élisabeth Jeanne Gravier de Vergennes",6101,viaf,http://viaf.org/viaf/44448074
"Rémy, comte",4839,viaf,
Renard (Haushofmeister in Dyck),4033,viaf,
"Renaud [=Regnaud?], Monsieur",4565,viaf,
"Renaud[e?], Madame",5170,viaf,
"Renduel, Eugène",3756,viaf,http://viaf.org/viaf/22893862
"Renesse, comte de",4722,viaf,
"Renneval (=Rayneval?), Monsieur de",2304,viaf,
"Renneville, Sophie de, geb. de Senneterre",2043,viaf,http://viaf.org/viaf/46897307
"Renouard (oder Raynouard?), Monsieur",4043,viaf,
"Renouard, Jules",3350,viaf,http://viaf.org/viaf/170815839
"Reschid Pascha, Mustapha",6462,viaf,http://viaf.org/viaf/45400790
"Reumond, Monsieur de",4706,viaf,
"Reuss, Fürst von",3832,viaf,
"Révéroni, Jacques-Antoine, baron de Saint-Cyr",2135,viaf,http://viaf.org/viaf/4935754
"Rey, Camille",6151,viaf,
"Rey, Joseph",6339,viaf,
"Rey, Monsieur",5980,viaf,
"Reybaud, Madame Charles, eigentl. Henriette Étiennette Fanny Reybaud, geb. Arnaud",4758,viaf,http://viaf.org/viaf/36959845
"Reynier, Monsieur",6120,viaf,
"Rheinhart, Herr [= Reinhard?]",3818,viaf,
"Rhode (?), Graf von",3797,viaf,
"Riboud, Thomas Philibert",2171,viaf,
"Riboutté, François-Louis",2044,viaf,http://viaf.org/viaf/68935013
"Ricard de Saint-Hilaire, Monsieur",2233,viaf,http://viaf.org/viaf/309665714
"Riccoboni, Marie-Jeanne",2348,viaf,http://viaf.org/viaf/41845684
"Richard, Carl (Major in Aachen)",3600,viaf,http://viaf.org/viaf/30743308
"Richard, Madame",4031,viaf,
"Richard, Monsieur",2417,viaf,
"Richard, Monsieur (Paris, Klebstoffverkäufer?)",4893,viaf,
"Richardson, colonel (de?)",5857,viaf,
"Riche de Prony, Gaspard, baron",2045,viaf,http://viaf.org/viaf/49335766
"Richelet, César-Pierre",6064,viaf,http://viaf.org/viaf/100208187
"Richelieu, Armand Emmanuel du Plessis, duc de",2174,viaf,http://viaf.org/viaf/56652282
"Richelieu, duchesse de",4998,viaf,
"Richemont, général Louis-Auguste Camus de",5835,viaf,http://viaf.org/viaf/2627830
"Richerand, Anthelme",3151,viaf,http://viaf.org/viaf/49322424
"Ridolfi, Marchese Cosimo",6400,viaf,http://viaf.org/viaf/71625469
"Ries, Ferdinand",3451,viaf,http://viaf.org/viaf/22334988
"Rigaud, Pierre-Augustin",2127,viaf,http://viaf.org/viaf/71826548
"Rimpe, Mademoiselle (Freundin der Minette)",4049,viaf,
"Rispaud [d'Aiguebelle?], Madame",5838,viaf,
"Rispaud d'Aiguebelle, J.",5207,viaf,
"Ritter, Carl",6493,viaf,
"Rittinghausen, Moritz",3072,viaf,http://viaf.org/viaf/85156038
"Ritz, Frau (von?)",4310,viaf,
"Ritz, Wilhelm",4566,viaf,http://viaf.org/viaf/309672132
"Rivail, Monsieur (Leiter eines Internats in Paris)",5940,viaf,
"Rivarol, Antoine de",4184,viaf,http://viaf.org/viaf/7396321
"Rivarol, Louise Marthe",5682,viaf,http://viaf.org/viaf/69062699
"Rivière, Monsieur (Geschäftsvertreter)",4110,viaf,
"Robens, Madame",4626,viaf,
"Robert, Clémence",3051,viaf,http://viaf.org/viaf/5024945
"Robert, Hubert",2046,viaf,http://viaf.org/viaf/39385770
"Robert, Léopold",3826,viaf,http://viaf.org/viaf/12574309
"Robertson, Dr. (schottischer Wissenschaftler und Arzt)",6328,viaf,
"Robespierre, Maximilien de",2517,viaf,http://viaf.org/viaf/89401473
"Rocca, Albert de",2893,viaf,http://viaf.org/viaf/107596338
"Rocca, John",4785,viaf,http://viaf.org/viaf/26676836
"Rochefort, Claude-Louis-Marie de Rochefort-Luçay, gen. Edmond",5118,viaf,http://viaf.org/viaf/205726953
"Rochelle, Monsieur (Siehe Roux de Rochelle)",3493,viaf,
"Rodde, Jean-François-Victor",5479,viaf,http://viaf.org/viaf/215011589
"Roeder, Berthe von",2117,viaf,
"Roeder, Herr von",5714,viaf,
"Roeder, Mathilde von",2118,viaf,http://viaf.org/viaf/12154074338111740597
"Röder/Roeder, Frau von",5737,viaf,
"Roederer, Pierre-Louis",2047,viaf,http://viaf.org/viaf/51716454
"Röhden, Herr von",5693,viaf,
"Roger, François",3338,viaf,http://viaf.org/viaf/5197733
"Roger, Jacques-François, baron",5489,viaf,http://viaf.org/viaf/49230825
"Roger, Monsieur",5035,viaf,
"Roguet, Ernest (Sohn von Christophe Michel Roguet)",5469,viaf,
"Roguet, Madame",5500,viaf,
"Roguet, Monsieur",5494,viaf,
"Roguet, Pauline, geb. de Ladoucette",2156,viaf,
Roguet. comte Christophe Michel (Schwiegersohn von Jean Charles François de Ladoucette),5572,viaf,http://viaf.org/viaf/22291950
"Rohan, duc de",4300,viaf,
"Rohan, Léon de",4760,viaf,http://viaf.org/viaf/67268857
"Rolland, Madame",3983,viaf,
"Rolland, Monsieur",4454,viaf,
"Rollin, Charles (?)",4467,viaf,http://viaf.org/viaf/2450402
"Rom, König von (Siehe Bonaparte, Napoléon François Joseph)",3494,viaf,http://viaf.org/viaf/103645458
"Romagnesi, Antoine",3356,viaf,http://viaf.org/viaf/32261250
"Romand, Hippolyte",6432,viaf,http://viaf.org/viaf/74112798
"Romanow, Konstantin Pawlowitsch, Großfürst und Zarewitsch von Russland",2998,viaf,http://viaf.org/viaf/33342829
"Romanowa, Marija Nikolajewna",2871,viaf,http://viaf.org/viaf/65743791
"Ronsard, Pierre de",2700,viaf,http://viaf.org/viaf/61551687
"Roosmalen, Auguste de",2110,viaf,
"Roosmalen, Madame de",5323,viaf,
"Roothaan, Joannes Philippus",5044,viaf,http://viaf.org/viaf/89386599
"Roquefort, Jean-Baptiste-Bonaventure de",4497,viaf,http://viaf.org/viaf/46975570
"Roquet, Madame",4119,viaf,
"Rose, Mademoiselle",4621,viaf,
"Rosellini, Ippolito",6416,viaf,http://viaf.org/viaf/14780499
"Rosen, Herr (Jagd- oder Hausangestellter)",4884,viaf,
"Rosetti, Prinzessin",6429,viaf,
"Ross, Hauptmann John",3630,viaf,http://viaf.org/viaf/120176126
"Ross, Lady",3631,viaf,
"Rosselin, Monsieur (Verleger)",4698,viaf,
"Rossi, Gräfin von (geb. Sonntag)",5725,viaf,
"Rossi, Graf von",4863,viaf,
"Rossi, Monsieur (Zahnarzt)",4956,viaf,
"Rost, Hauptmann",4232,viaf,
"Rostopchine, comte",4504,viaf,
"Rostopchine, Mademoiselle (Siehe Ségur)",5016,viaf,
"Rothschild, Monsieur de",4755,viaf,
"Rougemont, Monsieur de",5226,viaf,
"Rouget de Lisle, Claude Joseph",3405,viaf,http://viaf.org/viaf/46954735
"Rousseau, Jean-Baptiste",2863,viaf,http://viaf.org/viaf/41849485
"Rousseau, Jean-Jacques",2257,viaf,http://viaf.org/viaf/100184045
"Rousseau, Monsieur (aus Saumur)",5502,viaf,
"Roussel, Pierre",2923,viaf,http://viaf.org/viaf/95328641
"Routhier, Monsieur (Jurist)",6617,viaf,
"Roux (de Rochelle?), Monsieur",4328,viaf,
"Roux de Rochelle, Jean-Baptiste-Gaspard",2461,viaf,http://viaf.org/viaf/12398030
"Roux-Montagnac, Madame",5668,viaf,
"Rouyères, Monsieur de",2800,viaf,
"Royer-Collard, Pierre-Paul Royer, genannt",3355,viaf,http://viaf.org/viaf/9956643
"Royou, Jacques-Corentin",4038,viaf,http://viaf.org/viaf/69047970
"Rubens, Peter Paul",2776,viaf,http://viaf.org/viaf/56647196
"Rucellai, Giovanni",3383,viaf,http://viaf.org/viaf/29569554
"Ruhlières, Claude-Carloman de",2303,viaf,http://viaf.org/viaf/59160459
"Rumigny, Marie-Théodore de",2882,viaf,http://viaf.org/viaf/69689321
"Ruppenthal, Herr (von)",3725,viaf,
"Ruppin, Graf von",4416,viaf,
"Russi, Monsieur (oder Rossi?)",4911,viaf,
"Rybinski, General Maciej",6533,viaf,http://viaf.org/viaf/102295061
"Sabalkanski-Diebitsch, Hans Karl von",3255,viaf,http://viaf.org/viaf/81853807
"Sabatier, Raphaël Bienvenu",3427,viaf,http://viaf.org/viaf/7381694
"Sachse/Saxe (auch Sachsen), Major/Colonel de",4913,viaf,
"Sachsen, Maria Josepha von (Siehe Maria Josepha von Sachsen, Königin von Spanien)",3489,viaf,http://viaf.org/viaf/10277617
"Sachsen-Coburg und Gotha, August Prinz von",6473,viaf,http://viaf.org/viaf/74939389
"Sachsen-Coburg-Gotha, Albert von",5667,viaf,http://viaf.org/viaf/25395950
"Sachsen-Coburg-Gotha, Ernst I. Herzog von",2528,viaf,http://viaf.org/viaf/284994363
"Sachsen-Gotha-Altenburg, Charlotte Herzogin von",3179,viaf,http://viaf.org/viaf/74799365
"Sachsen-Weimar-Eisenach, Augusta von (Siehe Augusta)",6646,viaf,http://viaf.org/viaf/8151351939252601057
"Sachsen-Weimar-Eisenach, Karl August Großherzog von",3552,viaf,http://viaf.org/viaf/61518620
"Sack, Johann August",4515,viaf,http://viaf.org/viaf/20439579
"Sade, Donatien-Alphonse-François, marquis de",2991,viaf,http://viaf.org/viaf/56615966
"Sade, Xavier, comte de",3425,viaf,
"Sagan, Herzogin von (Siehe Dino)",6611,viaf,
"Sagra, Ramón de la",6234,viaf,http://viaf.org/viaf/9888095
"Saignette, Lydia",3680,viaf,
"Saillet,  [Alexandre de ?]",5256,viaf,http://viaf.org/viaf/76447981
"Saint-Allais, Nicolas Viton de",2627,viaf,http://viaf.org/viaf/2605022
"Saint-André, Monsieur de",5127,viaf,
Saint-Ange (Siehe Fariau de Saint-Ange),2355,viaf,http://viaf.org/viaf/64131302
"Saint-Arnaud, Armand de (Kriegsministerium)",5768,viaf,http://viaf.org/viaf/120784412
"Saint-Aubin, Alexandrine",2671,viaf,
"Saint-Aubin, Madame",3735,viaf,
"Saint-Aubin, marquise de",3592,viaf,
"Saint-Augustin, Madame",4089,viaf,
"Saint-Chauveau, Maurice de",3749,viaf,
"Saint-Claude, Monsieur (de?)",3877,viaf,
"Saint-Cricq, Arthur de (Sohn der Joséphine)",5165,viaf,
"Saint-Cricq, Auguste de (Ehemann von CdS' Nichte Joséphine)",3226,viaf,
"Saint-Cricq, Caroline de, verh. d'Artigaux",3225,viaf,http://viaf.org/viaf/259502977
"Saint-Cricq, Charles de",5604,viaf,
"Saint-Cricq, Joséphine de (Siehe Théis, Joséphine de)",3599,viaf,
"Saint-Cricq, Madame de",3967,viaf,
"Saint-Cricq, Monsieur de",5398,viaf,
"Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine)",3348,viaf,
"Saint-Cyr, Madame de",4413,viaf,
"Saint-Cyr, Monsieur de",3651,viaf,
"Saint-Didier, Monsieur de",6255,viaf,
"Sainte-Beuve, Charles-Auguste",6157,viaf,http://viaf.org/viaf/56616058
"Sainte-Claire Deville, Charles",2235,viaf,http://viaf.org/viaf/54281405
"Sainte-Croix, Madame (de)",3652,viaf,
"Sainte-Croix, marquis de",5203,viaf,
"Saint-Edme, eigentlich Edme-Théodore Bourg",5287,viaf,http://viaf.org/viaf/43510090
"Sainte-Luce-Oudaille, Henriette-Louise de, geb. de Laurageais",6188,viaf,
"Sainte-Suzanne, Monsieur de",4471,viaf,
"Saint-Félix, baron de",4568,viaf,
"Saint-Georges, Frédéric de",4424,viaf,
"Saint-Gobain, Monsieur de (?)",6034,viaf,
"Saint-Julien, Familie",5950,viaf,
"Saint-Just, Monsieur de",4334,viaf,
"Saint-Lambert, Jean-François de",2780,viaf,http://viaf.org/viaf/71423453
"Saint-Marcel, Monsieur de",4304,viaf,
"Saint-Mard, Monsieur de (Mieter eines Hauses in Coucy)",5896,viaf,
"Saint-Mars, baron de",5492,viaf,
"Saint-Mars, colonel de",4108,viaf,
"Saint-Mars, Familie de",5363,viaf,
"Saint-Mars, général de",6676,viaf,
"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)",3604,viaf,
"Saint-Mars, Madame de",3861,viaf,
"Saint-Mars, Mademoiselle de (Tochter des Generals)",3624,viaf,
"Saint-Mars, Monsieur de",5228,viaf,
"Saint-Mars, vicomte de [= général de Saint-Mars?]",5113,viaf,
"Saint-Marsan, marquise (?) de",6529,viaf,
"Saint-Martin, Louis-Claude de",2378,viaf,http://viaf.org/viaf/13100011
"Saint-Morys, Charles Bourgevin de Vialart, comte de",4419,viaf,http://viaf.org/viaf/76338740
"Saint-Nicolas, major de",5628,viaf,
"Saint-Pray, Madame Ar. (?) de (Redakteurin des ""Almanach des muses"")",2050,viaf,
"Saint-Prix, eigentl. Jean Amable Foucault",2718,viaf,
"Saint-Rémi / Rémy, Alphonse Casimir [de]",6582,viaf,
"Saint-Rémi, Gabrielle de",5683,viaf,
"Saint-Rémi, Madame de",5796,viaf,
"Saint-Rémy, Victor Augustin [de]",6583,viaf,
"Saint-Simon, Claude-Henri de Rouvroy, comte de",6238,viaf,http://viaf.org/viaf/19683998
"Saint-Simon, colonel (de?)",4070,viaf,
"Saint-Surin, Madame de",2786,viaf,
"Saint-Victor, Colonel",6191,viaf,
"Salgues, Jacques Barthélémy",5367,viaf,
"Salis, Eliza de (Mutter der Sophie)",5509,viaf,
"Salis, Monsieur de (Bruder von Sophie de Salis)",5597,viaf,
"Salis, Sophie de, verh. baronne de Triqueti",2051,viaf,
"Salm, Auguste de",3974,viaf,
"Salm, Constance de (CdS)",6072,viaf,http://viaf.org/viaf/3152930851809672100
"Salm, Fürst von (aus Düsseldorf)",5622,viaf,
"Salm-Horstmar, Friedrich Karl August Fürst zu",4962,viaf,http://viaf.org/viaf/67225613
"Salm-Krautheim, Fürst zu",3948,viaf,
"Salm-Krautheim, Fürstin zu",4694,viaf,
"Salm-Kyrburg, Fürst zu",4118,viaf,
"Salm-Kyrburg, Fürstin zu",5345,viaf,
"Salm-Kyrburg, Herr von (Sohn des Fürsten)",5777,viaf,
"Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu",2512,viaf,http://viaf.org/viaf/102506361
"Salm-Reifferscheidt-Alfter, Friedrich Karl Franz von",2514,viaf,http://viaf.org/viaf/47521737
"Salm-Reifferscheidt-Dyck, Augusta Maria, Gräfin von, geb. Truchseß Zeil-Wurzach",3087,viaf,http://viaf.org/viaf/45062292
"Salm-Reifferscheidt-Dyck, Franz Joseph August Fürst und Altgraf zu (Bruder SRDs)",2825,viaf,http://viaf.org/viaf/1847152636116120051820
"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",2082,viaf,http://viaf.org/viaf/1847152636116120051820
"Salm-Reifferscheidt-Dyck, Walburga, geb. Gräfin zu Waldburg-Wolfegg-Waldsee",3071,viaf,
"Salm-Reifferscheidt-Krautheim, Franz Wilhelm Joseph Fürst von",3223,viaf,http://viaf.org/viaf/47521737
"Salm-Reifferscheidt-Krautheim, Maria Anna Dorothea, geb. Fürstin Galitzin",3074,viaf,http://viaf.org/viaf/1158003745301881473
"Salm-Reifferscheidt-Raitz, Fürstin zu",5309,viaf,
"Salm-Salm, Felix Prinz zu",2189,viaf,http://viaf.org/viaf/37291777
"Salm-Salm, Franz zu",5704,viaf,http://viaf.org/viaf/7339151172709539210007
"Salm-Salm, Fürst zu",5338,viaf,
"Salm-Salm, Fürstin zu",5346,viaf,http://viaf.org/viaf/102500883
"Salm-Salm, Wilhelm Florentin von",3155,viaf,http://viaf.org/viaf/167483295
"Salomon, Adam",2335,viaf,
"Saluzzo, Graf von",6420,viaf,http://viaf.org/viaf/149745001
"Salvandy, Narcisse-Achille, comte de",5324,viaf,http://viaf.org/viaf/39510411
"Salverte, Eusèbe de",3396,viaf,http://viaf.org/viaf/14822860
"Samson, Monsieur (Vater und Sohn, Ballonflieger)",6356,viaf,
"Sand, George, eigentl. Amantine Aurore Lucile Dupin",2782,viaf,http://viaf.org/viaf/46766944
"Sandoz, Monsieur (auch Sandos)",5881,viaf,
"Sandt, G. [de?]",2986,viaf,
"Sandt, Joséphine de, geb. Andriel",3272,viaf,
"Sandt, Laure (Tochter der Sandts)",5095,viaf,
"Sandt, Madame de",5266,viaf,
