Person,FuD-ID,Feld,URN
"Pigault-Lebrun, Charles Pigault de l'Épinoy, gen.",2677,gnd,http://d-nb.info/gnd/113677472
"Pignotti, Lorenzo",5661,gnd,http://d-nb.info/gnd/117687383
"Piis, Pierre-Antoine-Augustin, chevalier de",2028,gnd,http://d-nb.info/gnd/100235824
"Pillet, Fabien",3202,gnd,http://d-nb.info/gnd/116185775
"Pillet, Léon",4700,gnd,http://d-nb.info/gnd/1018150730
"Pin, Monsieur",4010,gnd,
"Pinaud, Joseph",2982,gnd,
"Pinet, Fortuné",4094,gnd,http://d-nb.info/gnd/123356067
Pineux (Siehe Duval),3474,gnd,http://d-nb.info/gnd/104201088
"Pineux-Duval, Laure (Tochter von Amaury Duval)",5517,gnd,
"Pineux-Duval, Mademoiselle (Tochter von Alexandre Duval)",5359,gnd,
"Pinkerton, John",3644,gnd,http://d-nb.info/gnd/100236456
"Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet)",5218,gnd,
"Pipelet de Montizeaux, François Marie (Bruder von Jean-Baptiste Pipelet)",3557,gnd,
"Pipelet, François (Großvater von Minette)",5893,gnd,http://d-nb.info/gnd/115636951
"Pipelet, Jean-Baptiste",2030,gnd,
"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe",2744,gnd,
"Pipelet, Madame, in erster Ehe Lamiral (2. Frau von Jean-Baptiste Pipelet)",6613,gnd,
"Pipelet, Monsieur (Rechtsanwalt ?, Bruder des Jean-Baptiste, gleich Pipelet de Montizeaux?)",6009,gnd,
"Pipelet, Perrine Marie Thérèse, geb. Blaise de Kormien",4687,gnd,
"Pircin, Henri",4783,gnd,
"Pissot, Mademoiselle",5596,gnd,
"Pissot, Monsieur",5052,gnd,
"Pitt, William, der Jüngere",5314,gnd,http://d-nb.info/gnd/118792393
"Pius VII., Papst",2790,gnd,http://d-nb.info/gnd/118792431
"Pius VIII., Papst",3607,gnd,http://d-nb.info/gnd/11879244X
"Pixérécourt, René Charles Guilbert de",4738,gnd,http://d-nb.info/gnd/118792458
"Plancy, Amélie de, geb. de Ladoucette",4456,gnd,
"Plancy, Monsieur de (Ehemann von Amélie de Ladoucette)",5471,gnd,http://d-nb.info/gnd/104151110
"Plantade, Charles-Henri",3141,gnd,http://d-nb.info/gnd/116205563
"Plasman, Monsieur (Anwalt von CdS in Orléans)",5258,gnd,
"Plater, Gräfin (vermutlich nicht Emilia)",5316,gnd,
Plato,2942,gnd,http://d-nb.info/gnd/118594893
"Plihon, Guillaume François (Société académique de Nantes)",2586,gnd,
"Plovits, Monsieur",5132,gnd,
Plutarch,5457,gnd,
"Pochard, Monsieur",4518,gnd,
"Pohlen, Familie",6553,gnd,
"Pohlen, Mademoiselle",5318,gnd,
"Pohlen, Monsieur",4883,gnd,
"Poilly, Charles François Ferdinand, comte de",5455,gnd,http://d-nb.info/gnd/1128622580
"Poilly, Marie Julie, comtesse de, geb. Pipelet de Montizeaux",3914,gnd,
"Poirson, Jean-Baptiste",4181,gnd,http://d-nb.info/gnd/117688339
"Poirson, Monsieur (eventuell Delestre-Poirson)",2390,gnd,http://d-nb.info/gnd/121685578
Poisson de La Chabeaussière (Siehe La Chabeaussière),3466,gnd,http://d-nb.info/gnd/116480998
"Poisson, Madame (Siehe Poisson de La Chabeaussière)",5875,gnd,
"Poitevin de la Croix, Monsieur (Zolldirektor)",3801,gnd,
"Poitier, Madame",4262,gnd,
"Polignac, Monsieur de",5040,gnd,
"Polignac, prince de",5088,gnd,http://d-nb.info/gnd/1089296827
Polyklet,2977,gnd,http://d-nb.info/gnd/102403872
"Pomereul, François René Jean de",4177,gnd,http://d-nb.info/gnd/115438637
"Ponce, Madame",4015,gnd,
"Ponce, Nicolas",2033,gnd,http://d-nb.info/gnd/116265612
"Pongard [= Lamothe-Pongard, chevalier de La Motte?]",4123,gnd,
"Pongerville, Madame de",5799,gnd,
"Pongerville, Monsieur de (der Jüngere)",4840,gnd,
"Pons [oder Ponce?], Monsieur",3912,gnd,
"Pons, André, gen. Pons de l'Hérault",6351,gnd,http://d-nb.info/gnd/100550312
Pont de Nemours (Siehe Dupont de Nemours),3472,gnd,
"Porchat, Jean-Jacques",6401,gnd,http://d-nb.info/gnd/1017961638
"Porro, Pierre-Jean",3609,gnd,http://d-nb.info/gnd/139230076
"Portal, Monsieur",6294,gnd,
"Portalis, Jean Étienne Marie",2889,gnd,http://d-nb.info/gnd/119054396
"Postel, Monsieur de",3724,gnd,
"Potel, Madame (Tante von Marie-Catherine Blondeau)",6579,gnd,
"Potier, [Charles-Gabriel?]",2667,gnd,http://d-nb.info/gnd/106764895X
"Potier, Monsieur",5335,gnd,
"Potier/Pottier, Madame",6643,gnd,
"Pougens, Charles de",2035,gnd,http://d-nb.info/gnd/100229573
"Pougens, Françoise Julie de",4017,gnd,
"Pougens, Madame de",4968,gnd,
"Pougens, Mademoiselle de",3819,gnd,
"Poussin, Nicolas",3263,gnd,http://d-nb.info/gnd/118596047
"Poyet, Bernard (Architekt)",5180,gnd,http://d-nb.info/gnd/117716413
"Poyféré de Cère, Monsieur",3709,gnd,
"Prackien (?), Monsieur (Rechtsanwalt)",5404,gnd,
"Pradel, Monsieur de",3918,gnd,
"Pradt, Dominique Dufour, baron de",4335,gnd,http://d-nb.info/gnd/119353350
"Pradt, van (siehe Van Praet, Joseph)",4540,gnd,http://d-nb.info/gnd/116278749
"Predl, Katharina von, verh. Grassis",3329,gnd,http://d-nb.info/gnd/132326493
"Preußen, Albrecht Prinz von (Sohn Friedrich Wilhelms III.)",2861,gnd,
"Preußen, August Ferdinand Prinz von",2832,gnd,http://d-nb.info/gnd/117505471
"Preußen, August Prinz von",2726,gnd,http://d-nb.info/gnd/11883231X
"Preußen, Augusta Prinzessin von, später Königin und Kaiserin",5724,gnd,http://d-nb.info/gnd/127443215
"Preußen, Marie Anne Amalie, Prinzessin von, geb. Hessen-Homburg",3254,gnd,http://d-nb.info/gnd/1089762380
"Preußen, Prinz Friedrich von (Neffe Friedrich Wilhelms III.)",5716,gnd,
"Preußen, Prinz Friedrich Wilhelm Karl von",2474,gnd,http://d-nb.info/gnd/118552848
"Preußen, Prinz von",5721,gnd,
"Preußen, Wilhelmine Luise Prinzessin von, auch gen. Prinzessin Friedrich von Preußen, geb. Prinzessin von Anhalt-Bernburg",2527,gnd,http://d-nb.info/gnd/132421070
"Prévost de Longpérier, Monsieur",5646,gnd,http://d-nb.info/gnd/120922886
"Prévost, Antoine François",2587,gnd,http://d-nb.info/gnd/118596462
"Prévost, Monsieur de",2453,gnd,
"Pritchard, George",2740,gnd,http://d-nb.info/gnd/10424139X
"Pritzlewitz, Oberstleutnant [Karl?] von",5692,gnd,http://d-nb.info/gnd/11629132X
"Probencourt, Monsieur de",2392,gnd,http://d-nb.info/gnd/1089539703
"Pröpper, Familie von",3884,gnd,http://d-nb.info/gnd/1100875255
"Pröpper, Ferdinand (II.) von",4836,gnd,
"Pröpper, Ferdinand von",2628,gnd,
"Pröpper, Fräulein von",3786,gnd,
"Pröpper, Herr von",6596,gnd,
"Pröpper, Lovica von",2108,gnd,http://d-nb.info/gnd/173259456
"Pröpper, Paul Joseph von",3227,gnd,http://d-nb.info/gnd/1047377195
"Prondzinski, Frau von",6654,gnd,
"Prondzinski, Major Peter Georg von bzw. Kommandeur",3990,gnd,http://d-nb.info/gnd/130286346
"Prony, Gaspard Riche, baron de",2270,gnd,http://d-nb.info/gnd/124162878
Propper (Landrat),5621,gnd,
"Prous, Henry",2036,gnd,
"Prous, Madame",4435,gnd,
"Proyart, abbé",4462,gnd,http://d-nb.info/gnd/129018716
"Pruczinski, Frau von",5333,gnd,
"Pückler-Muskau, Hermann Ludwig Heinrich, Fürst von",6536,gnd,http://d-nb.info/gnd/118597019
"Pugnet, Monsieur",3698,gnd,
"Pullen, Herr",4053,gnd,
"Puttkammer, Herr von",4927,gnd,
"Puvis, Marc-Antoine",6484,gnd,http://d-nb.info/gnd/11770671X
"Pyat, Félix",6532,gnd,http://d-nb.info/gnd/117706868
"Quatremère de Quincy, Antoine Chrysostome, eigentl. Antoine Chrysostome Quatremère",2403,gnd,http://d-nb.info/gnd/118866737
"Quelen de la Vauguyon, Paul François de",6084,gnd,http://d-nb.info/gnd/104269049
"Quelen, Hyacinthe-Louis de",4640,gnd,http://d-nb.info/gnd/1019742909
"Quelleter, Monsieur",5847,gnd,
"Quentin, Madame de",5537,gnd,
"Quérard, Joseph-Marie",3566,gnd,http://d-nb.info/gnd/117683922
"Quérard, Monsieur",3070,gnd,http://d-nb.info/gnd/117683922
"Quesné, Monsieur",4709,gnd,
"Quetelet, Adolphe",3311,gnd,http://d-nb.info/gnd/118743171
"Quichard, Monsieur",4632,gnd,
"Quillau de Chomereau, Madame (Schwester der Mutter der CdS)",3166,gnd,
"Quilleau (oder Quillau), Monsieur",5964,gnd,
"Quinault, Philippe",5410,gnd,http://d-nb.info/gnd/118787519
"Quincy, Mademoiselle de",3358,gnd,
"Quinet, Edgar",4273,gnd,http://d-nb.info/gnd/11859737X
"Quirard, J.M.",4690,gnd,
"Quiroga, Juan Facundo",2481,gnd,http://d-nb.info/gnd/128416505
"Rabbe, [Alphonse?]",5274,gnd,http://d-nb.info/gnd/118787578
"Raboteau, [Théodore?] (jüngster Sohn des Pierre)",5079,gnd,
"Raboteau, Emélie, verh. Ranson",4481,gnd,
"Raboteau, Madame (1836)",3634,gnd,
"Raboteau, Madame (Ehefrau des Paul Etienne)",4786,gnd,
"Raboteau, Madame, geb. de La Pommeray (Mutter des Pierre Paul R.)",4744,gnd,
"Raboteau, Marie Émilie, geb. Seignette (Ehefrau des Pierre Raboteau)",3987,gnd,
"Raboteau, Monsieur (Sohn des Pierre, Militär)",4740,gnd,
"Raboteau, Monsieur (unklar welcher)",5972,gnd,
"Raboteau, Monsieur (zweiter Sohn des Pierre Paul)",4737,gnd,
"Raboteau, Paul Elie (= fils aîné)",3899,gnd,
"Raboteau, Paul Étienne",2162,gnd,
"Raboteau, Pierre Paul",2038,gnd,http://d-nb.info/gnd/1067648739
"Raboteau, Théodore",5091,gnd,
"Raboteau, Victor",2702,gnd,
"Rachel, Elisa Rachel Félix, gen. Mademoiselle",4754,gnd,http://d-nb.info/gnd/118950886
"Racine, Jean",2429,gnd,http://d-nb.info/gnd/118597523
"Radcliffe, Ann",2520,gnd,http://d-nb.info/gnd/118597590
"Radu, Madame",5104,gnd,
"Radziwill, Ferdinand von",3108,gnd,http://d-nb.info/gnd/1076510434
"Raffael, eigtl.: Raffaello Sanzio bzw. Santi",2777,gnd,http://d-nb.info/gnd/118597787
"Raitz von Frentz von und zu Schlenderhan, Frau",3720,gnd,
"Raitz von Frentz, Freiherr",2531,gnd,
"Rambuteau, Claude-Philibert Barthelot de",6262,gnd,http://d-nb.info/gnd/116327138
"Ramey, Etienne-Jules",2109,gnd,http://d-nb.info/gnd/117686441
"Ramey, Madame",5187,gnd,
"Ramey, Mademoiselle",4849,gnd,
"Ramey, Monsieur",5341,gnd,
"Ranson, Charles (Ehemann der Emélie Raboteau)",3898,gnd,
"Ranson, Emélie (Siehe Raboteau)",5636,gnd,
"Raoul, Fanny",5241,gnd,http://d-nb.info/gnd/1059793660
"Raoul, Monsieur (Journalist)",4734,gnd,
"Raoul-Rochette, Desiré",3854,gnd,http://d-nb.info/gnd/115431241
"Rapp, Monsieur",4572,gnd,
"Raspail, François-Vincent",5480,gnd,http://d-nb.info/gnd/11878787X
"Raucourt, Françoise, eigentl. Saucerotte, gen. Mademoiselle",2040,gnd,http://d-nb.info/gnd/131241559
"Rauquil-Lieutaud, Joseph-Dominique",3595,gnd,
"Ravelli, Monsieur (CdS' Sekretär ab 1819)",3991,gnd,
"Raynaud, baron",6031,gnd,
"Rayneval, Joseph Mathias Gérard de (eventuell gleich Renneval)",2353,gnd,http://d-nb.info/gnd/137006713
"Raynouard, François-Just-Marie (Siehe auch Renouard?)",2645,gnd,http://d-nb.info/gnd/118788035
"Real de Azúa, don Gabriel Alejandro",6322,gnd,http://d-nb.info/gnd/118235775X
"Reboud, Monsieur",2121,gnd,
"Récamier, Juliette Récamier, geb. Jeanne Françoise Julie Adélaïde Bernard, gen. Madame",2725,gnd,http://d-nb.info/gnd/118641891
"Reggio, duc de (Siehe Oudinot)",3497,gnd,
"Regnaud de Saint-Jean d'Angély, Madame",3936,gnd,
"Regnaud de Saint-Jean d'Angély, Michel",4294,gnd,http://d-nb.info/gnd/100393950
"Regnault, Winfried",2717,gnd,
"Régnier, Claude Ambroise, duc de Massa di Carrara",6104,gnd,http://d-nb.info/gnd/116391243
"Regnier, Monsieur",4189,gnd,
"Reicha, Anton",3094,gnd,http://d-nb.info/gnd/118931482
"Reichard, Wilhelmine",2729,gnd,http://d-nb.info/gnd/119208318
"Reichardt, Johann Friedrich",2476,gnd,http://d-nb.info/gnd/118599100
"Reiffenberg, Frédéric, baron de (Löwen/Louvain)",2120,gnd,http://d-nb.info/gnd/100835856
"Reiman[n], Albertine von",2535,gnd,
"Reiman[n], August von",2849,gnd,http://d-nb.info/gnd/116414065
"Reiman[n], Frau von",4341,gnd,
"Reiman[n], Herr von",5858,gnd,
"Reinhard, Charles-Frédéric / Karl Friedrich",5135,gnd,http://d-nb.info/gnd/118744224
"Reinhard, Frau",3633,gnd,
"Reinwardt, Kaspar Georg Karl",2169,gnd,http://d-nb.info/gnd/116428635
"Rémusat, comtesse de, geb. Claire Élisabeth Jeanne Gravier de Vergennes",6101,gnd,http://d-nb.info/gnd/107070057
"Rémy, comte",4839,gnd,
Renard (Haushofmeister in Dyck),4033,gnd,
"Renaud [=Regnaud?], Monsieur",4565,gnd,
"Renaud[e?], Madame",5170,gnd,
"Renduel, Eugène",3756,gnd,http://d-nb.info/gnd/116438274
"Renesse, comte de",4722,gnd,
"Renneval (=Rayneval?), Monsieur de",2304,gnd,
"Renneville, Sophie de, geb. de Senneterre",2043,gnd,http://d-nb.info/gnd/100545602
"Renouard (oder Raynouard?), Monsieur",4043,gnd,
"Renouard, Jules",3350,gnd,http://d-nb.info/gnd/116444088
"Reschid Pascha, Mustapha",6462,gnd,http://d-nb.info/gnd/130132179
"Reumond, Monsieur de",4706,gnd,
"Reuss, Fürst von",3832,gnd,
"Révéroni, Jacques-Antoine, baron de Saint-Cyr",2135,gnd,http://d-nb.info/gnd/123782864
"Rey, Camille",6151,gnd,
"Rey, Joseph",6339,gnd,
"Rey, Monsieur",5980,gnd,
"Reybaud, Madame Charles, eigentl. Henriette Étiennette Fanny Reybaud, geb. Arnaud",4758,gnd,http://d-nb.info/gnd/119331098
"Reynier, Monsieur",6120,gnd,
"Rheinhart, Herr [= Reinhard?]",3818,gnd,
"Rhode (?), Graf von",3797,gnd,
"Riboud, Thomas Philibert",2171,gnd,
"Riboutté, François-Louis",2044,gnd,http://d-nb.info/gnd/115430989
"Ricard de Saint-Hilaire, Monsieur",2233,gnd,http://d-nb.info/gnd/1055091165
"Riccoboni, Marie-Jeanne",2348,gnd,http://d-nb.info/gnd/119500582
"Richard, Carl (Major in Aachen)",3600,gnd,http://d-nb.info/gnd/133968278
"Richard, Madame",4031,gnd,
"Richard, Monsieur",2417,gnd,
"Richard, Monsieur (Paris, Klebstoffverkäufer?)",4893,gnd,
"Richardson, colonel (de?)",5857,gnd,
"Riche de Prony, Gaspard, baron",2045,gnd,http://d-nb.info/gnd/124162878
"Richelet, César-Pierre",6064,gnd,http://d-nb.info/gnd/118818805
"Richelieu, Armand Emmanuel du Plessis, duc de",2174,gnd,http://d-nb.info/gnd/119006200
"Richelieu, duchesse de",4998,gnd,
"Richemont, général Louis-Auguste Camus de",5835,gnd,http://d-nb.info/gnd/122543777
"Richerand, Anthelme",3151,gnd,http://d-nb.info/gnd/117531960
"Ridolfi, Marchese Cosimo",6400,gnd,http://d-nb.info/gnd/119405776
"Ries, Ferdinand",3451,gnd,http://d-nb.info/gnd/118600966
"Rigaud, Pierre-Augustin",2127,gnd,http://d-nb.info/gnd/104244674
"Rimpe, Mademoiselle (Freundin der Minette)",4049,gnd,
"Rispaud [d'Aiguebelle?], Madame",5838,gnd,
"Rispaud d'Aiguebelle, J.",5207,gnd,
"Ritter, Carl",6493,gnd,
"Rittinghausen, Moritz",3072,gnd,http://d-nb.info/gnd/133277623
"Ritz, Frau (von?)",4310,gnd,
"Ritz, Wilhelm",4566,gnd,http://d-nb.info/gnd/1055183825
"Rivail, Monsieur (Leiter eines Internats in Paris)",5940,gnd,
"Rivarol, Antoine de",4184,gnd,http://d-nb.info/gnd/118601350
"Rivarol, Louise Marthe",5682,gnd,http://d-nb.info/gnd/133585956
"Rivière, Monsieur (Geschäftsvertreter)",4110,gnd,
"Robens, Madame",4626,gnd,
"Robert, Clémence",3051,gnd,http://d-nb.info/gnd/115362495
"Robert, Hubert",2046,gnd,http://d-nb.info/gnd/118601482
"Robert, Léopold",3826,gnd,http://d-nb.info/gnd/118975722
"Robertson, Dr. (schottischer Wissenschaftler und Arzt)",6328,gnd,
"Robespierre, Maximilien de",2517,gnd,http://d-nb.info/gnd/118601563
"Rocca, Albert de",2893,gnd,http://d-nb.info/gnd/140897003
"Rocca, John",4785,gnd,http://d-nb.info/gnd/134499670
"Rochefort, Claude-Louis-Marie de Rochefort-Luçay, gen. Edmond",5118,gnd,http://d-nb.info/gnd/115431306
"Rochelle, Monsieur (Siehe Roux de Rochelle)",3493,gnd,
"Rodde, Jean-François-Victor",5479,gnd,http://d-nb.info/gnd/117373130X
"Roeder, Berthe von",2117,gnd,
"Roeder, Herr von",5714,gnd,
"Roeder, Mathilde von",2118,gnd,http://d-nb.info/gnd/1169682278
"Röder/Roeder, Frau von",5737,gnd,
"Roederer, Pierre-Louis",2047,gnd,http://d-nb.info/gnd/119016486
"Röhden, Herr von",5693,gnd,
"Roger, François",3338,gnd,http://d-nb.info/gnd/116596597
"Roger, Jacques-François, baron",5489,gnd,http://d-nb.info/gnd/133535355
"Roger, Monsieur",5035,gnd,
"Roguet, Ernest (Sohn von Christophe Michel Roguet)",5469,gnd,
"Roguet, Madame",5500,gnd,
"Roguet, Monsieur",5494,gnd,
"Roguet, Pauline, geb. de Ladoucette",2156,gnd,
Roguet. comte Christophe Michel (Schwiegersohn von Jean Charles François de Ladoucette),5572,gnd,http://d-nb.info/gnd/121603180
"Rohan, duc de",4300,gnd,
"Rohan, Léon de",4760,gnd,http://d-nb.info/gnd/119121018
"Rolland, Madame",3983,gnd,
"Rolland, Monsieur",4454,gnd,
"Rollin, Charles (?)",4467,gnd,http://d-nb.info/gnd/117593540
"Rom, König von (Siehe Bonaparte, Napoléon François Joseph)",3494,gnd,http://d-nb.info/gnd/118743996
"Romagnesi, Antoine",3356,gnd,http://d-nb.info/gnd/128723327
"Romand, Hippolyte",6432,gnd,http://d-nb.info/gnd/1034567896
"Romanow, Konstantin Pawlowitsch, Großfürst und Zarewitsch von Russland",2998,gnd,http://d-nb.info/gnd/118864513
"Romanowa, Marija Nikolajewna",2871,gnd,http://d-nb.info/gnd/130271896
"Ronsard, Pierre de",2700,gnd,http://d-nb.info/gnd/118602519
"Roosmalen, Auguste de",2110,gnd,
"Roosmalen, Madame de",5323,gnd,
"Roothaan, Joannes Philippus",5044,gnd,http://d-nb.info/gnd/103117628
"Roquefort, Jean-Baptiste-Bonaventure de",4497,gnd,http://d-nb.info/gnd/123536391
"Roquet, Madame",4119,gnd,
"Rose, Mademoiselle",4621,gnd,
"Rosellini, Ippolito",6416,gnd,http://d-nb.info/gnd/119239841
"Rosen, Herr (Jagd- oder Hausangestellter)",4884,gnd,
"Rosetti, Prinzessin",6429,gnd,
"Ross, Hauptmann John",3630,gnd,http://d-nb.info/gnd/11935439X
"Ross, Lady",3631,gnd,
"Rosselin, Monsieur (Verleger)",4698,gnd,
"Rossi, Gräfin von (geb. Sonntag)",5725,gnd,
"Rossi, Graf von",4863,gnd,
"Rossi, Monsieur (Zahnarzt)",4956,gnd,
"Rost, Hauptmann",4232,gnd,
"Rostopchine, comte",4504,gnd,
"Rostopchine, Mademoiselle (Siehe Ségur)",5016,gnd,
"Rothschild, Monsieur de",4755,gnd,
"Rougemont, Monsieur de",5226,gnd,
"Rouget de Lisle, Claude Joseph",3405,gnd,http://d-nb.info/gnd/118942956
"Rousseau, Jean-Baptiste",2863,gnd,http://d-nb.info/gnd/118939734
"Rousseau, Jean-Jacques",2257,gnd,http://d-nb.info/gnd/118603426
"Rousseau, Monsieur (aus Saumur)",5502,gnd,
"Roussel, Pierre",2923,gnd,http://d-nb.info/gnd/10026185X
"Routhier, Monsieur (Jurist)",6617,gnd,
"Roux (de Rochelle?), Monsieur",4328,gnd,
"Roux de Rochelle, Jean-Baptiste-Gaspard",2461,gnd,http://d-nb.info/gnd/115526307
"Roux-Montagnac, Madame",5668,gnd,
"Rouyères, Monsieur de",2800,gnd,
"Royer-Collard, Pierre-Paul Royer, genannt",3355,gnd,http://d-nb.info/gnd/104055383
"Royou, Jacques-Corentin",4038,gnd,http://d-nb.info/gnd/1055199918
"Rubens, Peter Paul",2776,gnd,http://d-nb.info/gnd/11860354X
"Rucellai, Giovanni",3383,gnd,http://d-nb.info/gnd/118989111
"Ruhlières, Claude-Carloman de",2303,gnd,http://d-nb.info/gnd/128379391
"Rumigny, Marie-Théodore de",2882,gnd,http://d-nb.info/gnd/116703962
"Ruppenthal, Herr (von)",3725,gnd,
"Ruppin, Graf von",4416,gnd,
"Russi, Monsieur (oder Rossi?)",4911,gnd,
"Rybinski, General Maciej",6533,gnd,http://d-nb.info/gnd/1055709460
"Sabalkanski-Diebitsch, Hans Karl von",3255,gnd,http://d-nb.info/gnd/137704801
"Sabatier, Raphaël Bienvenu",3427,gnd,http://d-nb.info/gnd/11759962X
"Sachse/Saxe (auch Sachsen), Major/Colonel de",4913,gnd,
"Sachsen, Maria Josepha von (Siehe Maria Josepha von Sachsen, Königin von Spanien)",3489,gnd,http://d-nb.info/gnd/104189592
"Sachsen-Coburg und Gotha, August Prinz von",6473,gnd,http://d-nb.info/gnd/129710113
"Sachsen-Coburg-Gotha, Albert von",5667,gnd,http://d-nb.info/gnd/11864758X
"Sachsen-Coburg-Gotha, Ernst I. Herzog von",2528,gnd,http://d-nb.info/gnd/118983334
"Sachsen-Gotha-Altenburg, Charlotte Herzogin von",3179,gnd,http://d-nb.info/gnd/124959571
"Sachsen-Weimar-Eisenach, Augusta von (Siehe Augusta)",6646,gnd,http://d-nb.info/gnd/1148165606
"Sachsen-Weimar-Eisenach, Karl August Großherzog von",3552,gnd,http://d-nb.info/gnd/1201827965
"Sack, Johann August",4515,gnd,http://d-nb.info/gnd/116742569
"Sade, Donatien-Alphonse-François, marquis de",2991,gnd,http://d-nb.info/gnd/118604759
"Sade, Xavier, comte de",3425,gnd,
"Sagan, Herzogin von (Siehe Dino)",6611,gnd,
"Sagra, Ramón de la",6234,gnd,http://d-nb.info/gnd/116743700
"Saignette, Lydia",3680,gnd,
"Saillet,  [Alexandre de ?]",5256,gnd,http://d-nb.info/gnd/131462423
"Saint-Allais, Nicolas Viton de",2627,gnd,http://d-nb.info/gnd/121728463
"Saint-André, Monsieur de",5127,gnd,
Saint-Ange (Siehe Fariau de Saint-Ange),2355,gnd,http://d-nb.info/gnd/116758880
"Saint-Arnaud, Armand de (Kriegsministerium)",5768,gnd,http://d-nb.info/gnd/119161362
"Saint-Aubin, Alexandrine",2671,gnd,
"Saint-Aubin, Madame",3735,gnd,
"Saint-Aubin, marquise de",3592,gnd,
"Saint-Augustin, Madame",4089,gnd,
"Saint-Chauveau, Maurice de",3749,gnd,
"Saint-Claude, Monsieur (de?)",3877,gnd,
"Saint-Cricq, Arthur de (Sohn der Joséphine)",5165,gnd,
"Saint-Cricq, Auguste de (Ehemann von CdS' Nichte Joséphine)",3226,gnd,
"Saint-Cricq, Caroline de, verh. d'Artigaux",3225,gnd,http://d-nb.info/gnd/1024936287
"Saint-Cricq, Charles de",5604,gnd,
"Saint-Cricq, Joséphine de (Siehe Théis, Joséphine de)",3599,gnd,
"Saint-Cricq, Madame de",3967,gnd,
"Saint-Cricq, Monsieur de",5398,gnd,
"Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine)",3348,gnd,
"Saint-Cyr, Madame de",4413,gnd,
"Saint-Cyr, Monsieur de",3651,gnd,
"Saint-Didier, Monsieur de",6255,gnd,
"Sainte-Beuve, Charles-Auguste",6157,gnd,http://d-nb.info/gnd/118604899
"Sainte-Claire Deville, Charles",2235,gnd,http://d-nb.info/gnd/115754695
"Sainte-Croix, Madame (de)",3652,gnd,
"Sainte-Croix, marquis de",5203,gnd,
"Saint-Edme, eigentlich Edme-Théodore Bourg",5287,gnd,http://d-nb.info/gnd/115349839
"Sainte-Luce-Oudaille, Henriette-Louise de, geb. de Laurageais",6188,gnd,
"Sainte-Suzanne, Monsieur de",4471,gnd,
"Saint-Félix, baron de",4568,gnd,
"Saint-Georges, Frédéric de",4424,gnd,
"Saint-Gobain, Monsieur de (?)",6034,gnd,
"Saint-Julien, Familie",5950,gnd,
"Saint-Just, Monsieur de",4334,gnd,
"Saint-Lambert, Jean-François de",2780,gnd,http://d-nb.info/gnd/117631620
"Saint-Marcel, Monsieur de",4304,gnd,
"Saint-Mard, Monsieur de (Mieter eines Hauses in Coucy)",5896,gnd,
"Saint-Mars, baron de",5492,gnd,
"Saint-Mars, colonel de",4108,gnd,
"Saint-Mars, Familie de",5363,gnd,
"Saint-Mars, général de",6676,gnd,
"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)",3604,gnd,
"Saint-Mars, Madame de",3861,gnd,
"Saint-Mars, Mademoiselle de (Tochter des Generals)",3624,gnd,
"Saint-Mars, Monsieur de",5228,gnd,
"Saint-Mars, vicomte de [= général de Saint-Mars?]",5113,gnd,
"Saint-Marsan, marquise (?) de",6529,gnd,
"Saint-Martin, Louis-Claude de",2378,gnd,http://d-nb.info/gnd/118604929
"Saint-Morys, Charles Bourgevin de Vialart, comte de",4419,gnd,http://d-nb.info/gnd/122866908
"Saint-Nicolas, major de",5628,gnd,
"Saint-Pray, Madame Ar. (?) de (Redakteurin des ""Almanach des muses"")",2050,gnd,
"Saint-Prix, eigentl. Jean Amable Foucault",2718,gnd,
"Saint-Rémi / Rémy, Alphonse Casimir [de]",6582,gnd,
"Saint-Rémi, Gabrielle de",5683,gnd,
"Saint-Rémi, Madame de",5796,gnd,
"Saint-Rémy, Victor Augustin [de]",6583,gnd,
"Saint-Simon, Claude-Henri de Rouvroy, comte de",6238,gnd,http://d-nb.info/gnd/118604937
"Saint-Simon, colonel (de?)",4070,gnd,
"Saint-Surin, Madame de",2786,gnd,
"Saint-Victor, Colonel",6191,gnd,
"Salgues, Jacques Barthélémy",5367,gnd,
"Salis, Eliza de (Mutter der Sophie)",5509,gnd,
"Salis, Monsieur de (Bruder von Sophie de Salis)",5597,gnd,
"Salis, Sophie de, verh. baronne de Triqueti",2051,gnd,
"Salm, Auguste de",3974,gnd,
"Salm, Constance de (CdS)",6072,gnd,http://d-nb.info/gnd/1161012168
"Salm, Fürst von (aus Düsseldorf)",5622,gnd,
"Salm-Horstmar, Friedrich Karl August Fürst zu",4962,gnd,http://d-nb.info/gnd/116766182
"Salm-Krautheim, Fürst zu",3948,gnd,
"Salm-Krautheim, Fürstin zu",4694,gnd,
"Salm-Kyrburg, Fürst zu",4118,gnd,
"Salm-Kyrburg, Fürstin zu",5345,gnd,
"Salm-Kyrburg, Herr von (Sohn des Fürsten)",5777,gnd,
"Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu",2512,gnd,http://d-nb.info/gnd/139642293
