Person,FuD-ID,Feld,URN
"Salm-Reifferscheidt-Alfter, Friedrich Karl Franz von",2514,gnd,http://d-nb.info/gnd/116766506
"Salm-Reifferscheidt-Dyck, Augusta Maria, Gräfin von, geb. Truchseß Zeil-Wurzach",3087,gnd,http://d-nb.info/gnd/116766352
"Salm-Reifferscheidt-Dyck, Franz Joseph August Fürst und Altgraf zu (Bruder SRDs)",2825,gnd,http://d-nb.info/gnd/1159074453
"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",2082,gnd,http://d-nb.info/gnd/1159074453
"Salm-Reifferscheidt-Dyck, Walburga, geb. Gräfin zu Waldburg-Wolfegg-Waldsee",3071,gnd,
"Salm-Reifferscheidt-Krautheim, Franz Wilhelm Joseph Fürst von",3223,gnd,http://d-nb.info/gnd/116766506
"Salm-Reifferscheidt-Krautheim, Maria Anna Dorothea, geb. Fürstin Galitzin",3074,gnd,http://d-nb.info/gnd/1203220200
"Salm-Reifferscheidt-Raitz, Fürstin zu",5309,gnd,
"Salm-Salm, Felix Prinz zu",2189,gnd,http://d-nb.info/gnd/101870957
"Salm-Salm, Franz zu",5704,gnd,http://d-nb.info/gnd/1145043488
"Salm-Salm, Fürst zu",5338,gnd,
"Salm-Salm, Fürstin zu",5346,gnd,http://d-nb.info/gnd/139636293
"Salm-Salm, Wilhelm Florentin von",3155,gnd,http://d-nb.info/gnd/1071578162
"Salomon, Adam",2335,gnd,
"Saluzzo, Graf von",6420,gnd,http://d-nb.info/gnd/4361023-7
"Salvandy, Narcisse-Achille, comte de",5324,gnd,http://d-nb.info/gnd/100269680
"Salverte, Eusèbe de",3396,gnd,http://d-nb.info/gnd/117618284
"Samson, Monsieur (Vater und Sohn, Ballonflieger)",6356,gnd,
"Sand, George, eigentl. Amantine Aurore Lucile Dupin",2782,gnd,http://d-nb.info/gnd/118605348
"Sandoz, Monsieur (auch Sandos)",5881,gnd,
"Sandt, G. [de?]",2986,gnd,
"Sandt, Joséphine de, geb. Andriel",3272,gnd,
"Sandt, Laure (Tochter der Sandts)",5095,gnd,
"Sandt, Madame de",5266,gnd,
"Sandt, Monsieur (G.?)",4470,gnd,
"Sandt, Monsieur de (Major)",3794,gnd,
"Sanquaire-Souligné, Martial",4510,gnd,http://d-nb.info/gnd/1052679072
"Sanquirico, Monsieur",4364,gnd,
"Sanson de Pongerville, Jean-Baptiste",2123,gnd,http://d-nb.info/gnd/1157716393
"Sanson de Pongerville, Madame",3787,gnd,http://d-nb.info/gnd/1157716393
"Sanson de Pongerville, Madame (Mutter)",5313,gnd,http://d-nb.info/gnd/1157716393
"Sanson de Pongerville, Mademoiselle (Tochter)",5445,gnd,http://d-nb.info/gnd/1157716393
"Sanson de Pongerville, Monsieur (Bruder)",5364,gnd,http://d-nb.info/gnd/1157716393
"Sanson de Pongerville, Stéphanie / Fanie",4801,gnd,
"Sarigny, Monsieur de",5153,gnd,
"Sarlandière, Dr. (Arzt)",5130,gnd,
"Sarrans, Monsieur",6349,gnd,http://d-nb.info/gnd/124042368
"Sarrut, Germain",3214,gnd,http://d-nb.info/gnd/1068542071
Sars de La Suze (Siehe La Suze),4109,gnd,
"Sarthelon, Monsieur",6105,gnd,
"Sarthier, Madame",6021,gnd,
"Sartorius, Dr. (gleich Franz Joseph Sartorius?)",5873,gnd,http://d-nb.info/gnd/121150712
"Sartorius, Ehepaar",5843,gnd,http://d-nb.info/gnd/4124813-2
"Sartorius, Franz Joseph (Bürgermeister von Bedburdyck)",3441,gnd,http://d-nb.info/gnd/1017479658
"Sartorius, Herr (Vikar aus Aachen)",5690,gnd,http://d-nb.info/gnd/4063526-0
"Sartorius, Madame",5871,gnd,
"Sartory, Madame de, geb. Joséphine von Wimpffen",4428,gnd,http://d-nb.info/gnd/1055091033
"Sassenay, Athénaïs, marquise de, geb. Prévost d'Arlincourt",2880,gnd,
"Sassenay, Claude-Henry-Etienne-Bernard, marquis de",2876,gnd,
"Sassenet, marquise de",5578,gnd,http://d-nb.info/gnd/1204286051
"Saudray, général Charles-Emmanuel Gaul(l)ard de",4757,gnd,http://d-nb.info/gnd/128526467
"Saulnier, Ehepaar",4764,gnd,http://d-nb.info/gnd/4124813-2
"Saunier, Mademoiselle",4404,gnd,http://d-nb.info/gnd/10329175-1
"Saussure, Horace-Bénédict de",4363,gnd,http://d-nb.info/gnd/118804790
"Saussure, Nicolas Théodore de",6393,gnd,http://d-nb.info/gnd/117020079
"Sauvage, Thomas",6130,gnd,http://d-nb.info/gnd/128655305
"Sauvo, François",2154,gnd,
"Sauzet, Monsieur",4447,gnd,
"Savary, Anne-Jean-Marie-René, duc de Rovigo",3144,gnd,http://d-nb.info/gnd/119241226
"Savioli, Ludovico",3928,gnd,http://d-nb.info/gnd/124535720
"Say, Horace Emile",6346,gnd,http://d-nb.info/gnd/117023736
"Say, Jean-Baptiste",2052,gnd,http://d-nb.info/gnd/118820281
"Say, Madame",4170,gnd,
"Say, Mademoiselle (Tochter des Jean-Baptiste)",6050,gnd,
"Schaaffhausen, Abraham",6150,gnd,http://d-nb.info/gnd/117089303
"Schaafhausen, Frau von",4635,gnd,
"Schaafhausen, Herr von",5952,gnd,
"Schadow, Friedrich Wilhelm von",6444,gnd,http://d-nb.info/gnd/118748181
"Schaefer, Pater (Priester)",5334,gnd,http://d-nb.info/gnd/4047233-4
"Schaper, Herr von",5727,gnd,
"Schaumburg, Frau von",4733,gnd,
"Schaumburg, Herr von",4609,gnd,
"Scheben, Herr (Hausangestellter)",5540,gnd,http://d-nb.info/gnd/117113190
"Scheele, Herr (Regierungsassessor)",6594,gnd,
"Schemmarck (?), Monsieur de",4537,gnd,
"Schepeler, Andreas Daniel Berthold von",2160,gnd,http://d-nb.info/gnd/130869597
"Schepeler, Frau von",2425,gnd,http://d-nb.info/gnd/1055549870
"Schepeler, Louise von",2859,gnd,http://d-nb.info/gnd/1055549870
"Scherenburg, Frau von (oder Scherenberg?)",4048,gnd,
"Schervier, Ehepaar",5866,gnd,http://d-nb.info/gnd/4124813-2
"Scheyben, Herr",4531,gnd,
"Schill, Ferdinand von",3123,gnd,http://d-nb.info/gnd/11860760X
"Schiller, Johann Christoph Friedrich von",2391,gnd,http://d-nb.info/gnd/117267910
"Schladen, Friedrich Heinrich Leopold von",6149,gnd,http://d-nb.info/gnd/117279994
"Schlegel, August Wilhelm",2759,gnd,http://d-nb.info/gnd/118607960
"Schlegel, Karl Wilhelm Friedrich von",2760,gnd,http://d-nb.info/gnd/118607987
"Schlick, Benjamin Gotthold",2196,gnd,http://d-nb.info/gnd/100556477
"Schmidt, Dr.",5390,gnd,
"Schmitt, Herr (Rechtsanwalt)",6195,gnd,
"Schneider, Dr. (Arzt aus Krefeld)",4564,gnd,
"Schnitz, Fräulein",5821,gnd,
"Schnitz, Herr",4915,gnd,
"Schoell, Maximilien Samson Frédéric",4115,gnd,http://d-nb.info/gnd/1055293906
"Schönburg, Prinz von",4872,gnd,
"Scholz, Prof.  (Professor in Bonn)",6203,gnd,http://d-nb.info/gnd/5348208-6
"Schonen,  baron (Auguste?) de",5414,gnd,
"Schubart, baron de (Gesandter Dänemarks in Italien)",4954,gnd,http://d-nb.info/gnd/4156934-9
"Schubert, Hauptmann",5850,gnd,
"Schuckmann, Kaspar Friedrich von",3023,gnd,http://d-nb.info/gnd/117123560
"Schumacher, Herr (Landrat)",4778,gnd,http://d-nb.info/gnd/4166616-1
"Schumann, Clara, geb. Wieck",6317,gnd,http://d-nb.info/gnd/11861164X
"Schummer, Herr (Notar)",4949,gnd,http://d-nb.info/gnd/4042660-9
"Schweighauser, Herr (aus Hamburg)",3804,gnd,
"Schwind, Monsieur (Bestatter in Paris)",6657,gnd,http://d-nb.info/gnd/4666177-3
"Scott, Walter",2519,gnd,http://d-nb.info/gnd/118612409
"Scribe, Eugène",2540,gnd,http://d-nb.info/gnd/118612425
"Sébastiani, Horace, comte de La Porta",5307,gnd,http://d-nb.info/gnd/117458937
"Second, Jean",3157,gnd,http://d-nb.info/gnd/1089222157
"Sedaine, J.P.",2054,gnd,
"Sedaine, Madame (Witwe von Michel Jean)",5329,gnd,
"Sedaine, Michel Jean",5328,gnd,http://d-nb.info/gnd/118795961
"Sédillot, Jean-Jacques Emmanuel",4248,gnd,http://d-nb.info/gnd/128448962
"Seelmann / Sielmann, General",5582,gnd,
"Ségalas, Anaïs, geb. Anne Caroline Menard",4161,gnd,http://d-nb.info/gnd/115798811
"Seguier, Antoine Jean Mathieu",3136,gnd,
"Seguin, Armand",3327,gnd,http://d-nb.info/gnd/119013266
"Seguin, Madame (Witwe)",5381,gnd,
"Ségur, comte de",4092,gnd,
"Ségur, comtesse de, geb. Sophie Rostopchine",3653,gnd,http://d-nb.info/gnd/118796062
"Ségur, Louis-Philippe de",3008,gnd,http://d-nb.info/gnd/100130828
"Ségur, Monsieur de",5435,gnd,
"Ségur, Philippe-Paul de",4291,gnd,http://d-nb.info/gnd/119428563
"Séjan, Nicolas",4208,gnd,http://d-nb.info/gnd/135032067
"Sémonville, Charles-Louis Huguet de Montaran, marquis de",4645,gnd,http://d-nb.info/gnd/117656569
"Sémonville, marquise de",5177,gnd,
"Sénarmont, Henri Hureau de",4747,gnd,http://d-nb.info/gnd/117656658
"Seneca, Lucius Annaeus",2600,gnd,http://d-nb.info/gnd/118613200
"Senfft-Pilsach, Baron von",5211,gnd,
"Senonnes, Marie-Genevièves-Marguerite Marcoz, verh. vicomtesse de",3219,gnd,
"Senonnes, vicomte de",4563,gnd,
"Serdier, Monsieur",6040,gnd,
"Serdobin, Alexandre-Nicolas, baron de (Ehemann einer Nichte von Henry Prous)",4702,gnd,
"Serdobin, Françoise-Marie-Louise, baronne de, geb. Loison",4707,gnd,
"Serres, Marcel de",4567,gnd,http://d-nb.info/gnd/101317697
"Servan de Sugny, Pierre-Marie-François",2111,gnd,
"Serville, Armand",5210,gnd,
"Seuffet, Monsieur (Schwiegervater von Paganel)",4807,gnd,
"Seuft, Baron von",4372,gnd,
"Sévigné, Marie de Rabutin-Chantal, marquise de",2373,gnd,http://d-nb.info/gnd/118613588
"Seytre, Jean-Claude-Marie",2511,gnd,
"Sèze, [Raymond?] de (Jurist)",5193,gnd,http://d-nb.info/gnd/128601086
"Sèze, Monsieur de",4468,gnd,
"Shakespeare, William",2885,gnd,http://d-nb.info/gnd/118613723
Sherfield (?),6600,gnd,
"Sibylle, Monsieur",4560,gnd,
"Sicard, Roch Ambroise, Abbé",2141,gnd,http://d-nb.info/gnd/117465607
Siegfried,5426,gnd,
"Sieyès, Emmanuel Joseph",2974,gnd,http://d-nb.info/gnd/11879714X
"Signol, Émile",3792,gnd,
"Silvestre de Sacy, Antoine-Isaac, baron",2404,gnd,http://d-nb.info/gnd/118750631
"Silvy, Monsieur (Ehemann der Tochter Pongervilles)",4799,gnd,
"Simart, Pierre-Charles",4162,gnd,http://d-nb.info/gnd/117629790
"Siméon, Joseph-Jérôme, comte",4545,gnd,http://d-nb.info/gnd/117387673
"Siméon, Monsieur",4643,gnd,
"Simon de Troyes, eigentlich Edouard-Thomas Simon",6012,gnd,http://d-nb.info/gnd/104341009
"Simon(s), Madame",2284,gnd,
"Simon(s), Mademoiselle",4311,gnd,
"Simon(s), Monsieur",4408,gnd,
"Simon, Elisabeth",2055,gnd,
"Simon, Ernestine",3040,gnd,
"Simon, Matthias",5082,gnd,
"Simond, Louis",3011,gnd,http://d-nb.info/gnd/117394750
"Simor (?), Herr (Appellationsgericht Köln)",6197,gnd,
"Sinsteden, Michael Franz Severin",2146,gnd,http://d-nb.info/gnd/1019631082
"Sismondi, Jean de",2056,gnd,http://d-nb.info/gnd/118797336
"Smissen, General Jacques Van der",6316,gnd,http://d-nb.info/gnd/1187190640
"Smith, Adam",2455,gnd,http://d-nb.info/gnd/118615033
"Smith, William Sidney",3347,gnd,http://d-nb.info/gnd/117437387
"Sobry, Adèle",3262,gnd,http://d-nb.info/gnd/123753384
"Sobry, Adrienne",2101,gnd,
"Sobry, Jean-François",2775,gnd,http://d-nb.info/gnd/11744233X
"Sobry, Madame",5001,gnd,
"Sobry, Madame (Mutter von Adrienne Sobry)",3260,gnd,
"Sobry, Mademoiselle",4612,gnd,http://d-nb.info/gnd/123753384
"Soer, Herr von",6032,gnd,
"Sokolniki, General",2928,gnd,
"Solders, Dr. [Mathias?]",4320,gnd,http://d-nb.info/gnd/1164523821
"Solms, Gräfin von",2810,gnd,
"Solms, Graf von",4655,gnd,
"Solms, Prinzessin von (Siehe Wyse)",4878,gnd,
"Solms-Braunfels, Carl zu",5702,gnd,http://d-nb.info/gnd/112147313
"Solms-Braunfels, Friedrich Wilhelm, Prinz zu",2188,gnd,http://d-nb.info/gnd/1034701770
"Solms-Laubach, Friedrich zu",2970,gnd,http://d-nb.info/gnd/1055183698
"Solonet, Monsieur de",5606,gnd,
"Somnitz, Herr (von?)",5842,gnd,
"Sonnerat, Pierre",4206,gnd,http://d-nb.info/gnd/11763784X
"Sontag, Henriette",5994,gnd,http://d-nb.info/gnd/118797999
"Sophie, Mademoiselle",6074,gnd,
Sophokles,3594,gnd,http://d-nb.info/gnd/1122128223
"Soulange-Bodin, Étienne",2931,gnd,http://d-nb.info/gnd/117484628
"Soulié, Frédéric",6137,gnd,http://d-nb.info/gnd/118615777
"Soulier, Monsieur (wahrscheinlich gleich Soulié)",4231,gnd,http://d-nb.info/gnd/1089322356
"Soult de Dalmatie, Napoléon-Hector",5723,gnd,http://d-nb.info/gnd/117648396
"Soult, Maréchal Nicolas Jean-de-Dieu",5773,gnd,http://d-nb.info/gnd/119056437
"Soumet, Alexandre",3367,gnd,http://d-nb.info/gnd/117484881
"Souque, Joseph François",2584,gnd,http://d-nb.info/gnd/1055285806
"Sourdille de La Valette, Charles-Guillaume",3391,gnd,http://d-nb.info/gnd/132710617
"Sourtier, Madame (Concierge der CdS)",5922,gnd,
"Souza, Madame de",4450,gnd,
"Spaendonck, Gerardus van",3213,gnd,http://d-nb.info/gnd/117648620
"Spee, Antoinette von",3190,gnd,
"Spee, Gräfin von",5317,gnd,http://d-nb.info/gnd/1067819843
"Spickler, Herr (Bibliothekar des preußischen Königs)",4068,gnd,
"Spiegel, Ferdinand August von (Erzbischof von Köln)",5890,gnd,http://d-nb.info/gnd/118532537
"Spiegel, Herr von",4907,gnd,
"Spontini, Gaspare Luigi Pacifico",2057,gnd,http://d-nb.info/gnd/118616374
"Spurzheim, Johann Gaspar",3671,gnd,http://d-nb.info/gnd/117483044
"Staël, Madame de (lebt 1852)",5764,gnd,http://d-nb.info/gnd/118616617
"Staël, Madame de, eigentl. Anne Louise Germaine de Staël-Holstein, geb. Necker",2489,gnd,http://d-nb.info/gnd/118616617
"Staël, Monsieur de (Enkel des Ministers Necker)",4072,gnd,
"Stassart, Goswin Joseph Augustin, baron de",2143,gnd,http://d-nb.info/gnd/117218243
"Stassart, Madame de",3655,gnd,
"Stef(fens) / Stephens, Monsieur",4392,gnd,
"Steffens, Frau",6620,gnd,
"Steffens, Monsieur (der Jüngere)",4926,gnd,
"Steffens, Monsieur (tätig in Dyck)",4394,gnd,
"Stergen / Stergin (?), Frau von",4168,gnd,
"Stolberg, Graf von",4867,gnd,
"Stone, John Hurford",2058,gnd,http://d-nb.info/gnd/119305380
Strabon,4179,gnd,http://d-nb.info/gnd/118618806
"Suard, Jean Baptiste Antoine",2059,gnd,http://d-nb.info/gnd/100595189
"Suard, Madame",4006,gnd,http://d-nb.info/gnd/11886761X
"Subéro, Monsieur de (?)",5554,gnd,
"Suchet, maréchal Louis-Gabriel, duc d'Albufera",3304,gnd,http://d-nb.info/gnd/117678422
"Sudré, P. (Verleger)",4651,gnd,http://d-nb.info/gnd/1052858872
"Sue, Eugène",2623,gnd,http://d-nb.info/gnd/118619861
"Süss, J. (Pfarrer)",2637,gnd,
"Suffren, Pierre André de",4784,gnd,http://d-nb.info/gnd/119282143
"Sugny, Monsieur de",3739,gnd,
"Sullen, Monsieur",5761,gnd,
"Surlet de Chokier, Érasme-Louis, baron",4480,gnd,http://d-nb.info/gnd/1076872492
"Sussex, Augustus Frederick, Duke of",2854,gnd,http://d-nb.info/gnd/100563880
"Swinden, Jean Henri van",2165,gnd,http://d-nb.info/gnd/104197358
"Symons, Herr (gleich Simons?)",5926,gnd,
"Tabaraud, Mathieu-Mathurin",3323,gnd,http://d-nb.info/gnd/1055221085
"Tabarié, Michel-Marie-Etienne-Victor, vicomte",4093,gnd,
"Taillandier, Monsieur (Rechtsanwalt bzw. Abgeordneter in Paris)",5263,gnd,
"Taillasson, Jean-Joseph",4848,gnd,http://d-nb.info/gnd/188435883
"Tall (?), Monsieur de",5290,gnd,
"Talleyrand, Monsieur de",4245,gnd,
"Talleyrand-Périgord, Alexandre Angélique",6230,gnd,http://d-nb.info/gnd/115814965
"Talleyrand-Périgord, Alexandre Daniel de",3422,gnd,http://d-nb.info/gnd/1117477460
"Talleyrand-Périgord, Charles-Maurice de",2062,gnd,http://d-nb.info/gnd/118620606
"Tallien, Madame (Siehe Chimay)",3467,gnd,
"Tallien, Thermidor Rose Theresia (Tochter der Theresa Cabarrus, Madame Tallien, später princesse de Caraman-Chimay)",6099,gnd,
"Talma, François-Joseph",2063,gnd,http://d-nb.info/gnd/117198838
"Talma, Julie (erste Ehefrau von Talma, geb. Carreau)",5250,gnd,http://d-nb.info/gnd/118970143
"Talma, Madame",3868,gnd,
"Talma, Madame (Siehe Vanhove)",2279,gnd,
"Talmon, Princesse de",4636,gnd,
"Tardieu, Pierre Alexandre",3395,gnd,http://d-nb.info/gnd/11722913X
"Tasch(?), comte de",5149,gnd,
"Tascher de la Pagerie, Stéphanie de, später Herzogin von Arenberg",3198,gnd,http://d-nb.info/gnd/1055270191
"Tascher, Madame",5430,gnd,
"Tasso, Torquato",2817,gnd,http://d-nb.info/gnd/118620916
"Tastu, Amable, eigentl. Sabine Casimire Amable Voiart",3658,gnd,http://d-nb.info/gnd/128530189
"Taunay, Madame",3719,gnd,
"Taunay, Monsieur",5586,gnd,
"Taxis, Graf von (Cousin der M. T. v. Hatzfeldt)",4679,gnd,
"Taylor, Monsieur",5958,gnd,
"Techener, Monsieur (Buchhändler)",4739,gnd,http://d-nb.info/gnd/1037544331
"Teissier, Guillaume Ferdinand",2751,gnd,http://d-nb.info/gnd/117253936
"Tencin, Claudine Alexandrine Guérin, marquise de",5447,gnd,http://d-nb.info/gnd/117255688
"Terme, Jean-François",6403,gnd,http://d-nb.info/gnd/1157621996
"Ternaux, Guillaume Louis",3054,gnd,http://d-nb.info/gnd/115598219
"Ternaux, Monsieur (unklar ob Guillaume Louis oder Etienne Nicolas)",6254,gnd,
"Tessier, Madame",5280,gnd,
"Tessier, Monsieur",5279,gnd,
"Teste, Jean Baptiste",4448,gnd,http://d-nb.info/gnd/1076742904
The Courier,3505,gnd,http://d-nb.info/gnd/4442374-3
"Théaulon, Emmanuel",2690,gnd,http://d-nb.info/gnd/104275618
"Théis, Adolphe de",2432,gnd,
"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)",2161,gnd,http://d-nb.info/gnd/120564734
"Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)",5281,gnd,
"Théis, Anne Marie de, geb. Quillau (Mutter der CdS)",3577,gnd,
"Théis, Charles Constant de",2234,gnd,http://d-nb.info/gnd/117624365
"Théis, Joséphine de, verh. Saint-Cricq, gen. Finette",5459,gnd,
"Théis, Madame de (unklar welche)",4942,gnd,
"Théis, Marie Alexandre de (Vater der CdS)",3002,gnd,http://d-nb.info/gnd/123591031
"Théis, Monsieur de",3562,gnd,
"Théodore, Monsieur (= nur Vorname?)",5547,gnd,
"Théremin, Charles Guillaume",2064,gnd,http://d-nb.info/gnd/108938453X
"Théremin, Madame",5013,gnd,
Thérèse (Hauspersonal der CdS in Paris?),5924,gnd,
"Theux de Mexlandt, Barthélemy-Théodore, comte de",3390,gnd,http://d-nb.info/gnd/123279879
"Theyse [=Théis?], Madame",3878,gnd,
"Thiébault, général Paul",6135,gnd,http://d-nb.info/gnd/124054595
"Thiers, Adolphe",3124,gnd,http://d-nb.info/gnd/118801937
"Thiers, Madame",5295,gnd,
"Thiers, Monsieur",4932,gnd,
"Thiessé, Léon",3218,gnd,http://d-nb.info/gnd/172415810
"Thile, General von",5734,gnd,http://d-nb.info/gnd/138617937
"Thiriart, Monsieur",4384,gnd,
"Thiriot, Albert",4529,gnd,
"This, Monsieur de",4813,gnd,
"Thurn und Taxis, Friedrich Wilhelm von",3941,gnd,http://d-nb.info/gnd/133248127
"Thurn und Taxis, Graf von",3812,gnd,
"Thurn und Taxis, Karl Alexander, Fürst von",2537,gnd,http://d-nb.info/gnd/104080892
"Thurn und Taxis, Maria Sophia Prinzessin von",2524,gnd,http://d-nb.info/gnd/121334139
"Thurn und Taxis, Maximilian Karl von",3942,gnd,http://d-nb.info/gnd/118931458
"Thurn und Taxis, Therese (Mathilde Amalia), geb. Herzogin zu Mecklenburg(-Strelitz), Fürstin von",2065,gnd,http://d-nb.info/gnd/121734307
"Thurot, Jean-François",5563,gnd,http://d-nb.info/gnd/117627445
"Thurot, Madame",3688,gnd,
"Thurot, Mademoiselle (Tochter)",3977,gnd,
"Tibull, eigentlich Albius Tibullus",5336,gnd,http://d-nb.info/gnd/11862251X
"Tilberge, Monsieur (Friseur)",5756,gnd,
"Tisseron, Louis",3401,gnd,
"Tissot, Pierre-François",2067,gnd,http://d-nb.info/gnd/115664130
"Titus, römischer Kaiser, eigentl. Titus Flavius Vespasianus",2649,gnd,http://d-nb.info/gnd/118622951
"Tiziano, eigentl. Tiziano Terzani",3330,gnd,
"Tombrowskyi, officier polonais",6668,gnd,
"Toné, Monsieur",4207,gnd,
"Torcia, Michele",6573,gnd,http://d-nb.info/gnd/122667999
"Torregiani, Marchese",6411,gnd,
"Toskana, Leopold von Habsburg-Lothringen, Großherzog von",6408,gnd,http://d-nb.info/gnd/118827065
"Toskana, Maria Antonia von Neapel-Sizilien, Großherzogin von (Ehefrau von Leopold von Habsburg-Lothringen)",6409,gnd,http://d-nb.info/gnd/137968809
"Toulongeon, Familie de",4400,gnd,
"Tournay, Monsieur de",6442,gnd,
"Tournefort, Prosper de",3440,gnd,
"Tournet (gleich Tournay?), Monsieur (Rechtsanwalt und Schriftsteller)",4330,gnd,
"Tourville, Anne Hilarion de Costentin, comte de",6561,gnd,http://d-nb.info/gnd/119030667
"Toussaint (?), Jean-Bénigne",6589,gnd,
"Toustain, Monsieur",5944,gnd,
"Tracy, Antoine Destutt, comte de",6178,gnd,http://d-nb.info/gnd/124446671
"Trajan, römischer Kaiser, eigentl. Marcus Ulpius Traianus",3114,gnd,http://d-nb.info/gnd/118623567
"Trapp, Martin (Jäger CdS')",4533,gnd,
"Tréchet, Monsieur",5352,gnd,
"Treilhard, Jean-Baptiste, comte de",4982,gnd,http://d-nb.info/gnd/11740893X
"Treitlinger, Herr von",5156,gnd,
"Trench, Richard, Earl of Clancarty",2996,gnd,http://d-nb.info/gnd/116525053
"Treneuil, Joseph",3700,gnd,http://d-nb.info/gnd/1052856837
Treuttel et Würtz (Verlag),6159,gnd,http://d-nb.info/gnd/6146444-2
"Triqueti, Henri Joseph François, baron de",2419,gnd,http://d-nb.info/gnd/117419532
"Triqueti, Mademoiselle de (Tochter von Sophie de Salis)",5504,gnd,
"Triqueti, Monsieur de (ältester Sohn von Sophie de Salis)",5588,gnd,
"Triqueti, Monsieur de (Sohn von Sophie de Salis)",5454,gnd,
"Tristan y Moscoso, Flora",6263,gnd,http://d-nb.info/gnd/118833243
"Trône, Mademoiselle",3946,gnd,
"Trosdorff, Fräulein",5508,gnd,
"Trosdorff, Herr",2522,gnd,
"Trotti-Mosti, Ercole",4672,gnd,http://d-nb.info/gnd/1052516963
"Trouvé, Claude-Joseph",3924,gnd,http://d-nb.info/gnd/118199676
"Truchot, [J.C.] (Schwiegsohn des Pipelet)",5377,gnd,
"Truchsess, Graf von (Verwandter SRDs)",5891,gnd,
"Tschech, Heinrich Ludwig",2773,gnd,http://d-nb.info/gnd/117431451
"Turlot, abbé",4329,gnd,
"Turpin-Crassé, comte de",5401,gnd,
"Uhlhorn, Herr (Dietrich?)",5063,gnd,http://d-nb.info/gnd/117279463
Ulbrichs (Koch / Köchin des SRD?),4917,gnd,
"Ursel, Charles Joseph d'",6210,gnd,http://d-nb.info/gnd/1140501194
"Ursin, Pierre-François-Marie",3774,gnd,http://d-nb.info/gnd/1052857221
"Vail (?), Monsieur",6437,gnd,
"Vaillandier, Monsieur",5530,gnd,
Valans,2068,gnd,
"Valant, Joseph-Honoré",2644,gnd,http://d-nb.info/gnd/121210200
"Valentini, Major",4681,gnd,
"Valery, Antoine-Claude",5395,gnd,http://d-nb.info/gnd/100568696
"Valette, Monsieur (=Sourdille de la Valette?)",5605,gnd,
"Valleran(d), Hubert",3265,gnd,
"Valleray (?), Monsieur (Athénée des Arts)",6537,gnd,
"Valory, Guy Louis Henri de",4520,gnd,http://d-nb.info/gnd/142431699
"Van der Horst, G., Baron",4727,gnd,http://d-nb.info/gnd/1055683909
"Van der Oudermeulen, Madame",4712,gnd,
"Van Eyck, Jan",3044,gnd,http://d-nb.info/gnd/118531557
"Van Halen, General Antonio",6460,gnd,http://d-nb.info/gnd/1053303920
"Van Hulthem, Charles",5015,gnd,http://d-nb.info/gnd/119051753
"Van Maanen, Cornelis Felix",6211,gnd,http://d-nb.info/gnd/105530455X
"Van Marum, Martin",3901,gnd,http://d-nb.info/gnd/118782401
"Van Praet, Joseph",3287,gnd,http://d-nb.info/gnd/116278749
"Van Spaendonck, Gerard",6568,gnd,http://d-nb.info/gnd/117648620
"Vandamme, Dominique Joseph",2749,gnd,http://d-nb.info/gnd/118803859
"Vandenbourg, Monsieur (de?)",4223,gnd,
"Vanderflet / Vanderfleet, Monsieur (Freund des Breguet)",5344,gnd,
"Vanderstaaten / Wanderstaaten, Monsieur",5862,gnd,
"Vanderstraeten, Herr",5856,gnd,
"Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot",5277,gnd,http://d-nb.info/gnd/1159092141
